target_tg_c,source_candidate_rows,replacement_input_proposals,replacement_rebuilt_formulas,replacement_harness_pass,replacement_best_distance_c,replacement_within_1c,replacement_within_5c,replacement_observations,pievo_output_dir,pievo_rounds,pievo_history_rows,pievo_external_rows,pievo_external_mean_reward,pievo_posterior_entropy,pievo_map_principle,pievo_map_principle_posterior,pievo_all_selected_within_guard,pievo_all_selected_pass,generation_record_rows,generation_record_harness_pass,best_selected_predicted_tg_mean_c,best_selected_target_distance_c,best_selected_reward
250.0,40,320,318,42,0.034283,8,42,42,artifacts/pievo_faithful_sparse_target_replacement_expansion/target_250,6,48,42,0.6333373713120272,3.277193443090607,reaction_cc7f1a60f1af,0.18069898894312236,True,True,318,42,249.90122671774716,0.0987732822528641,0.9804391882315944
