smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
CCCCCCCCCCCCCCCCN,-0.00019596634,0.0005682055,0.00036518462,0.004641406,-0.00736701,0.0043101255,0.0070412746,-0.008249005,-0.001945544,-0.0022153724,-0.013620639,0.0019830079,-0.007312881,0.0062751696,-0.001470291,-0.0070335944
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0031510694,0.0057661775,-0.0009904299,0.002629458,0.0024736421,0.0053776638,0.0043479046,-0.0067021213,0.0036090668,0.0036661197,-0.013240475,-8.646771e-05,-0.005537483,-0.0046232636,-0.0013331594,-0.0012473445
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0031510694,0.0057661775,-0.0009904299,0.002629458,0.0024736421,0.0053776638,0.0043479046,-0.0067021213,0.0036090668,0.0036661197,-0.013240475,-8.646771e-05,-0.005537483,-0.0046232636,-0.0013331594,-0.0012473445
CC(N)COC(C)COCC(C)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,0.0012712583,0.0021835705,0.0012874603,0.002821874,-0.005254151,0.0048211217,0.0036468087,-0.008721504,-0.0010733623,0.0005112346,-0.013817997,0.001220231,-0.005312795,0.0045925286,-0.0010215817,-0.0055590346
CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0041212025,0.0056082555,-0.0006643366,0.0035968237,-0.00017451576,0.0038978583,0.0018895157,-0.0068991845,0.004003931,0.004935289,-0.0139402235,0.00029872358,-0.005126413,-0.00297012,-0.000667789,-0.0030334573
CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0047033993,0.0051773125,0.0012105033,0.0037040124,0.0007382896,0.0061368207,0.002062045,-0.008598273,0.003792733,0.0029487852,-0.014475384,0.0007052552,-0.0048167408,-0.0009825956,0.0005486831,-0.0028550867
CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0041212025,0.0056082555,-0.0006643366,0.0035968237,-0.00017451576,0.0038978583,0.0018895157,-0.0068991845,0.004003931,0.004935289,-0.0139402235,0.00029872358,-0.005126413,-0.00297012,-0.000667789,-0.0030334573
CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.0003075325,0.0008409023,0.0042961854,0.0018089239,-0.0029711341,0.0017270744,0.00576529,-0.009571613,-0.0029138625,-0.0023843432,-0.015978014,-0.0016423408,-0.0062191384,0.0023626704,0.0007823631,-0.0019584186
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,-0.00036497344,0.002505931,-0.00096496753,-0.0017595235,0.00077450165,-0.000893441,0.005558897,-0.0006136745,0.0049220473,0.0018503703,-0.011715266,-0.003296765,-0.00032523647,-0.004252237,0.005892928,-0.002058506
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,-0.0012092062,0.0003810497,0.004474165,0.0046818587,-0.0047270954,0.0034576885,0.00928046,-0.009120112,-0.0023544487,-0.0013371194,-0.013642171,0.0025991453,-0.008981498,0.0046548713,-0.0019858237,-0.0073022842
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,-0.0027577376,0.00040220656,0.0043870565,0.0049967445,-0.0017525924,0.0021380004,0.00823594,-0.009356894,-0.0012062732,-0.0025944924,-0.017078178,-0.001490924,-0.0076282127,0.0018212404,-0.0013175542,-0.00590776
CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1,-0.0014845685,0.00245765,0.00072787516,0.0019897982,-0.0057789264,0.0033388096,0.0062458543,-0.009906942,-0.00066849217,-0.00046448037,-0.0134673,0.00014153821,-0.006759204,0.0041314447,-0.002069207,-0.006904563
O=C1CCCC(=O)O1,-0.00029991963,0.0006073415,0.00046899356,0.0041461526,-0.007887384,0.0027314909,0.00555378,-0.0089046145,-0.001989171,-0.0018355045,-0.014407708,0.0015615327,-0.007084118,0.005290377,-0.0021682018,-0.00592398
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,-0.0035699804,0.004069793,-0.00046578608,0.0031821523,-0.0048711584,0.0044005075,0.004675812,-0.009713089,0.0009872355,0.0014575887,-0.016066518,-0.00089470576,-0.006948377,0.0044401083,-0.0011109188,-0.006072414
CC(C)(c1ccc(OCC(O)CN=[N+]=[N-])cc1)c1ccc(OCC(O)CN=[N+]=[N-])cc1,-0.0038282147,0.003323393,-0.00091872364,0.0036536267,-0.0075231767,0.005761549,0.005415541,-0.0056456123,0.00057792105,0.0010389108,-0.014055347,0.00018696673,-0.0060686395,0.004293817,-0.0028182147,-0.0053803893
C#CCOc1ccc(Cc2ccc(O)cc2OCC#C)cc1,-0.0039018032,0.0020366502,0.0006609112,0.004172417,-0.00663547,0.0035088737,0.0071572093,-0.008688055,-0.0011999924,0.0003953874,-0.0143571375,0.001421704,-0.008568339,0.004178116,-0.002120331,-0.0048298137
CCCCCCCCCCCCN,-0.000530666,0.00078152213,0.00020227581,0.004414428,-0.0074566524,0.004090853,0.006566233,-0.008445712,-0.002199944,-0.0019137124,-0.013946739,0.0020996234,-0.006936049,0.0062915254,-0.0016866392,-0.0067209126
NCc1cccc(CN)c1,-0.0010735646,0.000814734,-0.00027813762,0.0041054464,-0.0071426,0.0025650216,0.0058867624,-0.00901732,-0.0022599753,-0.0008813217,-0.013635836,0.0012599621,-0.0065491674,0.0058444273,-0.0017990032,-0.0054518348
Nc1ccc(Cc2ccc(N)cc2)cc1,-0.00336698,0.0011199713,-0.0011038277,0.0038826438,-0.006850102,0.0031633845,0.00681895,-0.009034641,-0.0013577566,-7.488765e-05,-0.013852281,0.0015210854,-0.006814806,0.00587954,-0.0026866393,-0.0045416644
Nc1cccc(N)c1,-0.0011198076,0.00069846027,-0.00044843368,0.004145276,-0.007068964,0.0022513918,0.006219444,-0.009235108,-0.0030722227,-0.0008927882,-0.013844245,0.0013124775,-0.005657912,0.0062389374,-0.0019806214,-0.0048901783
CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,-0.0066000605,0.0024805996,-0.0013329908,0.0013833011,-0.0068350905,0.0058516166,0.0060557537,-0.008654216,-0.00036439113,0.0017560925,-0.015641969,-0.0006371513,-0.006219443,0.0056814197,-0.0023490395,-0.00489398
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,-0.0028994803,0.0013536448,0.0004987586,0.0045967754,-0.0066132345,0.0023193355,0.0075137103,-0.009923121,-0.00048300065,-0.00056275725,-0.014027654,0.0014195619,-0.007187944,0.004290903,-0.0015766863,-0.0064962124
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.00036647147,-0.0005613379,0.0003659334,0.0032066796,-0.008234638,0.0025435912,0.0043761013,-0.0076211146,-0.0015052576,-0.00053580664,-0.013623557,0.0029759482,-0.007064807,0.005471357,-0.001343281,-0.0055642584
O=C(O)CCCCCCCCC(=O)O,0.00039748638,0.00035120826,-0.00015479885,0.003811657,-0.007934661,0.0032640188,0.00583975,-0.008046759,-0.0016611014,-0.0013762638,-0.013519421,0.0025361367,-0.0070565725,0.005804315,-0.0012718262,-0.0066950535
Cn1ccnc1,-0.0009670018,0.0012010671,-2.046302e-05,0.004217928,-0.00741895,0.0028694677,0.0069328807,-0.009573403,-0.0031013377,-0.0017719641,-0.013657162,0.0012863269,-0.0055281436,0.006431099,-0.0015088664,-0.0048147133
O=C(O)CCCC(=O)O,-3.375509e-05,0.0005027354,2.660416e-05,0.0037251771,-0.007472149,0.0030701929,0.0051511424,-0.0085709365,-0.0023487136,-0.0014818991,-0.01451591,0.0023159361,-0.0068964,0.005275796,-0.0018468667,-0.006084265
C1OC1COC1COC2C(OCC3CO3)COC12,-0.0010499659,0.00087233074,0.0010056719,0.0047613196,-0.006817345,0.0028485402,0.006492774,-0.009930162,-0.0004100278,-0.0015134262,-0.013625748,0.0012347465,-0.008636294,0.0040634554,-0.0014582528,-0.0071855276
Nc1ccc(SSc2ccc(N)cc2)cc1,-0.003132257,0.0016767066,-0.0010172911,0.004272606,-0.0068503413,0.003172528,0.006662064,-0.008877596,-0.0018891357,0.0010887962,-0.014178511,0.001350346,-0.006395217,0.0050299596,-0.002459676,-0.0033276584
CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,-0.0041482598,0.0036936612,0.00054263696,0.0032739653,-0.004779334,0.004752978,0.00584333,-0.008337252,0.0006856248,0.00073506497,-0.015151192,-0.000673695,-0.007619654,0.004022439,-0.002361102,-0.005845418
O=C1OC(=O)C2CCCCC12,-0.00016957638,0.00013617706,-1.6093254e-06,0.003747161,-0.0070666876,0.0031580266,0.006034471,-0.00929193,-0.0014123693,-0.0022797044,-0.014212315,0.0015275842,-0.007512344,0.004797656,-0.002296226,-0.008008692
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,-0.0021477102,0.0011101216,0.00025712885,0.0037048296,-0.007823566,0.0039119087,0.0054678926,-0.008105743,-0.0013030395,0.00023755431,-0.013044465,0.001491447,-0.006911396,0.004414187,-0.0014802264,-0.004848824
CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1,-0.0053266045,0.0027808617,0.00050965697,0.0030743568,-0.0037001753,0.005005439,0.0058536027,-0.007984856,0.0003050901,0.00033373572,-0.015749479,-0.0030354327,-0.0071001304,0.0029885778,-0.001646121,-0.0073514315
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,-0.0031219695,0.0037061083,-7.31349e-05,0.0038035284,-0.0061334413,0.0040794895,0.0055335863,-0.007725998,-0.0011129733,0.00015657581,-0.014250642,-0.0010910472,-0.0070572114,0.003389732,-0.002340991,-0.003921245
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,-0.0047505945,0.0036486858,-5.54882e-05,0.0031352001,-0.006031414,0.0059749894,0.0021610726,-0.008271892,0.00014230795,0.0012843926,-0.014218153,-5.6372955e-06,-0.0051858043,0.0034413794,-0.0021820264,-0.004772586
N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1,-0.0036777996,0.0033150208,0.0019496791,0.004752158,-0.0063191336,0.0042834394,0.0066555226,-0.0076684053,-0.0011734404,0.0009652246,-0.0132406615,0.0010450203,-0.0074112145,0.0045323446,-0.0025970219,-0.0072737173
NCCNCCN,-0.001031168,0.0009575514,0.00020665489,0.004256261,-0.007174113,0.0032355194,0.006020326,-0.00859225,-0.0030103214,-0.0008402616,-0.0143173775,0.0024500927,-0.0057587298,0.0060644113,-0.0016162833,-0.0062662037
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,-0.003359955,0.0017165393,9.470433e-05,0.0049272627,-0.0076011396,0.0023401587,0.0071625495,-0.0077115027,-0.0011013597,5.0829723e-05,-0.013685139,0.0016107364,-0.007719324,0.005472908,-0.0024882648,-0.0051943194
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,0.0010569403,0.0025658142,0.0027994215,0.0027868943,-0.00498851,0.0032341983,0.005881129,-0.006430005,-0.0026764926,-0.0008596517,-0.01358161,-0.000447419,-0.0050250785,0.0038368683,0.0008198768,-0.0019638352
CCC(CO)(CO)CO,-0.00057692756,0.0006247638,0.0001982972,0.0037927104,-0.0072652055,0.0036603066,0.004621883,-0.009007708,-0.0017982963,-0.0008679535,-0.015071268,0.002046553,-0.006970972,0.0053763352,-0.0016260585,-0.005936023
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,0.0018004924,0.008901354,0.0012504254,0.0010645697,-0.0010008042,0.0014377236,0.0069563184,-0.00406901,0.0022041816,0.0014964491,-0.011773454,-0.0012054159,-0.0033719297,-0.0015247464,0.0015145345,-0.0045215124
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,0.0022815072,0.006952383,-0.00022822991,0.00032229768,0.0014569666,0.0013877517,0.007039274,-0.0055566845,0.003085019,0.0017662924,-0.014063808,-0.0020703916,-0.0043569384,-0.0030070734,0.0018702867,-0.0036456576
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,-0.0027350609,0.000609464,0.0024085063,0.00429046,-0.0024514578,0.0029725446,0.006909578,-0.009454243,-0.0013677403,-0.0038603256,-0.016792826,-0.0013619694,-0.0085323155,0.0025807703,-0.0020493092,-0.0038716067
O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],-0.00401902,0.0019062734,-0.0016079843,4.167529e-05,-0.004844377,0.0024990288,0.006149534,-0.006721181,-0.0014097858,0.00077862665,-0.015143743,-0.0019772404,-0.0068541598,0.0046751816,-0.0036445567,-0.0056592803
CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.298038e-05,0.0014326116,0.0007026065,0.0030007153,-0.008610956,0.0025815326,0.0059062447,-0.008985169,-0.0021824967,-0.0010557491,-0.013526062,0.0023856116,-0.0061131613,0.004146965,-0.0005489448,-0.00487258
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,-0.00023324066,0.0008558398,0.00094922073,0.0037066415,-0.008570868,0.0033212765,0.0066494206,-0.00858314,-0.001088826,-0.0015016971,-0.01288375,0.00062402757,-0.006821895,0.005042796,-0.002508766,-0.0041566323
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,0.0025872528,0.0034139906,0.0040551815,0.0037918696,-0.005571098,0.0048519457,0.005321366,-0.008055627,-0.0024201404,-0.0018759295,-0.012009184,-0.00022174558,-0.00541782,0.005057106,0.00034516677,-0.0028465856
C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,0.0038728905,0.0072585586,0.0012813676,0.0024406237,-0.0021941133,0.0028410484,0.0027391128,-0.007699992,0.002030488,0.00073680654,-0.011462483,-0.000726013,-0.006845815,0.0017718114,0.0009565968,-0.0045927335
C=CCOCC(CO)(COCC=C)COCC=C,0.00057610427,-0.00052618515,0.00049035065,0.004310174,-0.007909831,0.003590353,0.006360571,-0.0083997855,-0.0011608973,-0.0013178,-0.013522353,0.0030398248,-0.0077603394,0.004316463,-0.0022679092,-0.0064059068
C=C(C)C(=O)OC,-0.00040028547,0.00079160277,-0.00018142723,0.0038275046,-0.007403528,0.0027592573,0.004658305,-0.008854462,-0.0022769794,-0.0014903722,-0.014841714,0.0023122677,-0.0069285193,0.0053679263,-0.0018670205,-0.005627513
O=C(OOC(=O)c1ccccc1)c1ccccc1,-0.0036245224,0.0018460774,-0.00039210916,0.0043482007,-0.006433707,0.0034419238,0.00607555,-0.008852335,-0.00070146844,-0.00023913197,-0.015927177,0.0023561437,-0.007649407,0.0052032676,-0.0031707222,-0.0062941806
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,0.00042129098,0.0007683644,0.0014915466,0.004548371,-0.0076709203,0.0034709645,0.0060726786,-0.008406166,-0.0013928581,-0.001301053,-0.0135330595,0.0015844572,-0.00741711,0.0041745473,-0.0010656491,-0.0055352943
CC(C)(CCC(C)(C)N=C=O)CN=C=O,-0.00024877232,-0.0005538026,-6.0729682e-05,0.0036518725,-0.009031986,0.0027816915,0.006486099,-0.008181596,-0.0005013216,-0.0006867405,-0.013330655,0.0034475438,-0.0071314424,0.0052103857,-0.0017136484,-0.005637693
C=CCOCC(CC)(CO)CO,-9.411038e-05,0.0002810154,0.0004410129,0.0040740827,-0.0078046937,0.0036714708,0.00464506,-0.008704154,-0.0016297288,-0.0010485426,-0.01402319,0.0024201684,-0.007548243,0.005214803,-0.0016250443,-0.0061427625
CC(CO)CO,-0.0011336033,0.0007458236,1.8402934e-05,0.003912232,-0.0071463543,0.0034685943,0.005447222,-0.008665787,-0.002457792,-0.0006035473,-0.014834554,0.002279987,-0.0059780106,0.0059333257,-0.0017396621,-0.0061634434
C=CCCO,-0.0011612878,0.0007144157,0.00026786514,0.00419341,-0.00736755,0.0033203203,0.005981234,-0.008434832,-0.0028656777,-0.0014376715,-0.014227924,0.0022639208,-0.005683638,0.005851241,-0.001727147,-0.005567697
O=c1n(CCS)c(=O)n(CCS)c(=O)n1CCS,-0.0007191163,0.0003690282,0.0015901532,0.0036068466,-0.007742046,0.0028552783,0.004974257,-0.00884225,-0.0019132011,-0.001507422,-0.013142021,0.0013167472,-0.0073444517,0.0045588883,-0.0011784481,-0.004673004
CC(C)(CO)CO,-0.0008242291,0.0008046124,-0.00010803342,0.0035831053,-0.0073439456,0.0035655969,0.0050152196,-0.008696806,-0.0021731965,-0.0007914584,-0.014857371,0.0019899006,-0.006683938,0.0054161754,-0.0019022683,-0.006080257
OCC1CCC(CO)CC1,-0.00052132946,0.0004169764,0.00069201924,0.004205264,-0.0074150213,0.0036630132,0.005412765,-0.008945186,-0.0012662783,-0.0009901617,-0.01395281,0.0016196659,-0.007070615,0.0051608207,-0.0019020457,-0.0069198357
O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,-0.00047969096,0.00037749298,0.0008854922,0.0046135727,-0.007551784,0.0029365453,0.007273257,-0.008705456,-0.0007401444,-0.001718414,-0.012779563,0.0017967769,-0.007567091,0.0045626257,-0.0019504102,-0.0077838833
O=C=NCCCCCCN=C=O,-2.6466325e-05,0.00078721344,0.0005534142,0.0041190996,-0.007600439,0.0027759536,0.006626811,-0.008004628,-0.0023699403,-0.0019612294,-0.013307839,0.0025888886,-0.0075891325,0.0057924856,-0.002257323,-0.0071529346
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0009779746,0.0030245301,0.0006745253,0.0022381856,-0.0067746392,0.0035410563,0.0048342897,-0.0076391804,-0.001988262,-0.0006307103,-0.0140524665,0.00089033786,-0.004375795,0.0041722944,-0.0012176158,-0.005640246
CCO[Si](CCCN(CCC(=O)OCCO)CCC(=O)OCCO)(OCC)OCC,3.2932498e-05,0.0028178538,0.0007935986,0.0029464988,-0.005366017,0.0043127253,0.005073485,-0.00784184,-0.0014013834,0.0007174518,-0.013639015,0.0015224377,-0.00557488,0.0045537185,-0.0008391598,-0.00529766
CC1(C)CC(N=C=O)CC(C)(N=C=O)C1,0.00029820832,0.00014681276,-0.00015282817,0.0040300284,-0.008323378,0.003254118,0.0060437657,-0.00808906,-0.0011908375,-0.00063404813,-0.013335598,0.0028355941,-0.007240558,0.004438947,-0.0018699849,-0.0058305217
COCCOCCOCCOCCOCCOCCOCCOCCO,-0.0009093669,-3.6246143e-05,0.0032190438,0.0052129556,-0.005862023,0.0047290814,0.0075098984,-0.008362854,-0.0012964383,-0.00081191584,-0.013573713,0.0024884222,-0.009112431,0.0047026556,-0.0017901389,-0.008189125
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,-0.0016950981,0.0010816278,0.004444018,0.0041337516,-0.002242638,0.0021508676,0.006680309,-0.009969444,-0.0019488521,-0.0037359223,-0.017250648,-0.0025799852,-0.007892129,0.0022729551,-0.000772777,-0.0043273
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,-0.0034400674,0.0022119493,-0.0002962686,0.0034822016,-0.007789799,0.0029129311,0.0053066993,-0.008585939,-0.0020014048,0.0003761463,-0.013787958,0.0013460824,-0.007558625,0.004489485,-0.0027217707,-0.004758902
OCCOCCO,-0.0011353905,0.00085177366,0.00031386688,0.0038965251,-0.0072210575,0.003507644,0.0056811636,-0.008371925,-0.0029128715,-0.00071276166,-0.014582635,0.0023380616,-0.0057648225,0.0058746077,-0.0017447174,-0.006275379
OCCCCO,-0.0012814219,0.0007268451,-4.1846186e-05,0.0040832367,-0.0076545607,0.0034394132,0.0059703942,-0.00840915,-0.0028305016,-0.0011103693,-0.014353782,0.0023986707,-0.0056912797,0.0062641986,-0.0018639881,-0.005890541
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,-0.003743442,0.004483336,8.280203e-05,0.0021022824,-0.004709118,0.0039990814,0.006281187,-0.008902425,2.052635e-06,0.00013045594,-0.015336715,-0.0008809897,-0.0075560575,0.0036927322,-0.0022960985,-0.0040568523
COc1cc(CC2CO2)ccc1OP(=O)(Oc1ccc(CC2CO2)cc1OC)Oc1ccc(CC2CO2)cc1OC,-0.0046230834,0.0026519885,-0.00021718442,0.0015506002,-0.0050669443,0.004421124,0.004752652,-0.008519439,-0.00011468865,0.0013863314,-0.016051702,-0.0018541324,-0.0070929825,0.0047806613,-0.0012181569,-0.005403416
C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1,-0.004636001,0.0037005106,0.0012384132,0.003182557,-0.0054949974,0.003861179,0.0055584908,-0.009290001,-0.00039814785,0.0010151584,-0.014559381,-0.00055120233,-0.0076050432,0.004201073,-0.0023751836,-0.0057992665
COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,-0.0035950134,0.0035007638,0.00034252554,0.004035478,-0.00647592,0.0029557128,0.0064390367,-0.009095471,-0.0007759277,-0.0004916992,-0.015435489,-0.0010274951,-0.0074433116,0.0040764986,-0.002649569,-0.0048866076
COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1,-0.004086755,0.0027648574,-0.00045099482,0.0021279457,-0.0062011485,0.0051336046,0.0049290024,-0.008998523,0.0004375428,0.0012668017,-0.0153895095,-0.00134438,-0.005988477,0.005050541,-0.001445083,-0.005985885
COc1cc(CC2CO2)ccc1OCc1ccc(COc2ccc(CC3CO3)cc2OC)cc1,-0.0047278013,0.00411048,-7.640384e-05,0.0024046658,-0.0048313197,0.0049728905,0.005155786,-0.009993549,0.0014134217,0.0011967272,-0.015377281,-0.00010263128,-0.0074653355,0.0049727336,-0.001756453,-0.005489396
COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,-0.0047954414,0.0026749903,0.00026007742,0.0030394904,-0.005569763,0.004200021,0.005730775,-0.009573447,-0.00080663525,0.0008031614,-0.016544135,-0.00305358,-0.0065892274,0.0053461203,-0.00268808,-0.0047353534
COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,-0.0054098032,0.0021879845,-0.00082242116,0.0014018738,-0.0060826726,0.0054193125,0.0035531921,-0.0074456786,-0.00044323877,0.0026902724,-0.014435441,-0.0006982926,-0.0059543867,0.006091073,0.00013583433,-0.004534483
COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,-0.0047647385,0.001944188,-0.00031908974,0.0020010562,-0.0060390728,0.0050662323,0.0038253693,-0.007817667,-0.0012536235,0.0026047826,-0.014785699,-0.0013810056,-0.0060489895,0.0051253894,-0.0015815822,-0.0052349474
COc1cc(C(c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)c2cc(C)c(OCC3CO3)c(OCC3CO3)c2)ccc1OCC1CO1,-0.0028213093,0.0017134435,0.00072742626,0.0017073161,-0.0072772126,0.0041958364,0.0062447395,-0.008209476,-0.0016841143,0.0020731408,-0.014086099,-0.0012520351,-0.0050074393,0.0068085324,-0.0001957221,-0.002834794
