smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15
CCCCC1OC1CCCCC1OC1CCCCCCCC(=O)Oc1ccccc1,-0.0022791803,0.0020523886,0.0019717421,0.003357335,-0.006379152,0.0037038382,0.00677542,-0.007990715,-0.0003557261,-0.00025105104,-0.013467016,-0.0005558133,-0.008896168,0.0025617396,-0.0018349327,-0.008791154
COc1cc(COCC(O)CN)ccc1OCC(O)CN,-0.0018808891,0.00082455017,0.0013150238,0.0041498244,-0.006349954,0.0033230241,0.006757047,-0.009202724,-0.0010163188,-0.00026999786,-0.0134943845,0.0020956197,-0.008134408,0.004253936,-0.0014839899,-0.005493138
COc1cc(COCC2CO2)ccc1OCC1CO1,-0.0025222444,0.0004941374,0.0014967676,0.0041486686,-0.006147884,0.0025534509,0.0073580844,-0.009869384,-0.00013597123,-0.00096968375,-0.01381894,0.0012364918,-0.008503029,0.0047699325,-0.0019529844,-0.006668293
CC1(C)CC(N)CC(C)(CN)C1,-0.00040049502,-0.0009735292,-0.0006163027,0.0036587464,-0.007760524,0.003626962,0.0043740952,-0.008479788,-0.00093476847,-0.000713706,-0.014565783,0.0030862782,-0.0067268293,0.005063786,-0.0018368857,-0.0064768717
COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,-0.0044237794,0.004326423,0.0005059689,0.0015960243,-0.004202445,0.0037352361,0.0053871786,-0.0076613734,-0.0010556728,0.0019138809,-0.015355792,-0.0009161527,-0.0064666755,0.0042995354,-0.0020917235,-0.0037888763
COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,-0.004149964,0.003728279,0.0007949807,0.002443091,-0.0037743947,0.0031194733,0.0053318664,-0.0083067315,-0.00020579807,0.0019025058,-0.016117197,-0.0018749866,-0.0063765403,0.0045274515,-0.0010524569,-0.004377695
COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,-0.005331546,0.0033666454,0.00080792047,0.001815907,-0.0040897964,0.0044200527,0.004502398,-0.008944119,0.0003341902,0.0016258173,-0.016109549,-0.0028575077,-0.0058403453,0.0054244576,-0.0013356367,-0.004855348
O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,-0.0043057464,0.0034109424,0.00056489,0.003646503,-0.0056375763,0.0032326751,0.006740398,-0.008683099,-0.0009194836,0.00019372627,-0.014310678,-0.0013038409,-0.0070783747,0.0046904106,-0.0025366573,-0.004311501
CC1(C)CC(CN)CC(CN)C1,3.403239e-05,-0.00064869784,-0.0003055539,0.003864468,-0.007585587,0.0040694717,0.004682184,-0.008688215,-0.0009826533,-0.0009534545,-0.014329914,0.0023720646,-0.0071547814,0.005030982,-0.0016502663,-0.0068025915
NCCCCCCCCCCN,-0.00078893383,0.0008481601,6.6358596e-05,0.0042753317,-0.0073794643,0.0038536878,0.006204311,-0.008463411,-0.0023607146,-0.0016375678,-0.014086884,0.0023072842,-0.006849289,0.006433081,-0.0016832594,-0.006727826
c1coc(CNCc2ccco2)c1,-0.0016852266,0.0012088167,0.0002292078,0.004130001,-0.0070694694,0.0027362956,0.007190536,-0.009833815,-0.0018094704,-0.00094246306,-0.013586106,0.0013194177,-0.0070376853,0.0062249154,-0.0029630652,-0.0061931266
COc1ccc(OCC2CO2)c(CCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.0017067858,0.0013049813,0.0005137753,0.00190219,-0.005777739,0.0048347358,0.0054932004,-0.008716544,-0.00032059848,0.0005459152,-0.014829571,-0.0013716444,-0.0058677727,0.00477303,-0.0028385557,-0.004955751
COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1,-0.0019231753,0.0014251703,0.00034037046,0.0028457341,-0.005194924,0.004408301,0.00701157,-0.008970857,-0.0025851503,-0.00063536875,-0.015526952,-0.001765639,-0.004697106,0.005856598,-0.0028189542,-0.004114557
COc1ccc(OCC2CO2)c(CCC(=O)OCC(COC(=O)CCc2ccc(OCC3CO3)c(OC)c2)OC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.0011916121,0.0015634615,3.825687e-05,0.002727307,-0.006060488,0.0061195637,0.0042292094,-0.0074854544,-0.0004123412,0.00044907816,-0.012557853,-0.0025750734,-0.005648751,0.0051078647,-0.0013804631,-0.0038922466
CC1CCC2C(=O)OC(=O)C2C1,-0.0007236155,0.00036549754,0.00023634732,0.0039599407,-0.007894367,0.003316901,0.0059016515,-0.008985255,-0.001017537,-0.0017949529,-0.01375124,0.0019198232,-0.007583185,0.0050151255,-0.0012526531,-0.006164192
CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O,-0.0013401464,0.0018935017,0.00015387312,0.004108529,-0.008371414,0.0012714243,0.005626873,-0.009348726,-0.0011890065,-0.0011520553,-0.013751394,-0.00046468433,-0.007361899,0.004757466,-0.0033786437,-0.00508649
COc1ccc(OCC2CO2)c(C(c2ccc(OCC3CO3)c(OC)c2)c2cc(OC)ccc2OCC2CO2)c1,-0.00473921,0.0015085023,0.00055034645,0.0012903402,-0.0048662117,0.0051900214,0.004796467,-0.009911697,3.2164156e-05,0.0019678567,-0.015204538,-0.0016321414,-0.0056619532,0.006332347,-0.0018470241,-0.0050600693
COc1ccc(OCC2CO2)c(CCCC(=O)OCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.0024615603,0.0013658386,0.00021401234,0.0019291262,-0.0049477383,0.0054798727,0.005053944,-0.008379715,-0.0007754471,0.0012302548,-0.015447669,-0.0021172594,-0.006102957,0.0046351543,-0.0023546256,-0.0053788815
CC1(C)CC(N)CC(C)(C)C1CN,-0.00045433012,-0.0010128068,-0.00045488589,0.00380962,-0.007751705,0.003551293,0.0046054376,-0.008628638,-0.0012217127,-0.0007585194,-0.014325471,0.0032616323,-0.0068808272,0.00481069,-0.0019351533,-0.0069071567
COc1ccc(OCC2CO2)c(CCCC(=O)OCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.0019300024,0.0011413945,0.000486549,0.002172845,-0.0058580274,0.0052224537,0.0049258964,-0.008314227,-0.00032460876,0.0006205719,-0.014846808,-0.0014869776,-0.005922965,0.0043881554,-0.0026610903,-0.004929509
COc1ccc(OCC2CO2)c(CCCC(=O)OCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.0020407245,0.0008721864,0.00041379035,0.0017284655,-0.0054541137,0.004270473,0.0050950926,-0.0087403795,-0.0007360559,2.5313348e-05,-0.014004734,-0.0018128934,-0.0054371357,0.0050889906,-0.0025374321,-0.0051347874
COc1ccc(OCC2CO2)c(CCCC(=O)OCCCCCCOC(=O)CCc2ccc(OCC3CO3)c(OC)c2)c1,-0.002228123,0.000722982,0.00030833483,0.0016567993,-0.0048661227,0.0046186317,0.0054173423,-0.0086817825,-0.0011193529,0.00012403727,-0.015629146,-0.0017392132,-0.005965662,0.004363035,-0.001883368,-0.005285606
COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2cc(OC)c(OCC3CO3)c(OC)c2)cc(OC)c1OCC1CO1,-0.0035301798,0.0023936536,-0.0009343233,0.0023731866,-0.0066257594,0.0042734896,0.008302536,-0.007916117,-0.0022186283,0.00072864257,-0.013705027,-0.0010612705,-0.0066606356,0.0052928505,-0.0036188653,-0.005159064
CC(C)(c1occc1CN)c1occc1CN,-0.0032836434,0.0011924161,0.00058530085,0.0040758336,-0.0072023175,0.0026405803,0.00801888,-0.009603202,-0.00046764687,-0.00038798153,-0.0137901,0.0016426137,-0.008071256,0.0059501976,-0.002535156,-0.005354842
NCCCOC1COC2C(OCCCN)COC12,-0.0005084744,8.714106e-05,0.0010388475,0.0047729174,-0.006703835,0.003752171,0.0061487732,-0.008976807,-0.0005740002,-0.0015727514,-0.013726087,0.0017126966,-0.008533208,0.0048693353,-0.0014936049,-0.0073276977
OC(COC1COC2C(OCC3CO3)COC12)COC1COC2C(OCC3CO3)COC12,-0.0016324839,0.003487879,0.00015845895,0.0017794976,-0.003346989,0.0029117074,0.0061308388,-0.009207001,-0.00029527955,-0.00032793917,-0.015035599,-0.0012561125,-0.0066527743,0.00524038,-0.0009194473,-0.0062793586
NCCN,-0.0013241444,0.0008541439,-0.00029347837,0.004087768,-0.007540216,0.0032213852,0.0060772356,-0.008769353,-0.003055947,-0.0010852236,-0.014206412,0.0022533392,-0.0055044657,0.0063024163,-0.0014998205,-0.005513164
NCCNCCNCCN,-0.00081726094,0.0007990729,0.0006743744,0.0045021805,-0.0071456055,0.0035976358,0.0061804038,-0.008429468,-0.0027077552,-0.00073034875,-0.014230662,0.00264462,-0.006294568,0.005729284,-0.0017341692,-0.0068402165
NCCN1CCNCC1,-0.0003203929,0.00064693484,0.00029139593,0.0040256963,-0.007331804,0.003258938,0.0064168135,-0.008795654,-0.002344435,-0.0010854937,-0.013956861,0.0017815679,-0.006957311,0.005407433,-0.0019002864,-0.007258164
CC1(C)CC(CN)CC(C)(N)C1,-0.00018314668,-0.00076388195,-0.0008789599,0.0037409782,-0.007936174,0.004106967,0.004564139,-0.0084230155,-0.0012330338,-0.000680957,-0.014201083,0.002980872,-0.006869876,0.004887132,-0.0013682572,-0.0065672044
CC(=O)/C=C(/C)[O][Zn][O]/C(C)=C\C(C)=O.O,-0.0012408516,0.0019725491,0.00014553033,0.0037956687,-0.00765007,0.001252831,0.0055657327,-0.009445122,-0.0016063247,-0.0009630937,-0.014153813,-0.0005706954,-0.006977869,0.0048368573,-0.003008454,-0.0047542825
Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,-0.0038746942,0.0035843062,8.8799745e-05,0.004239755,-0.0063237073,0.003825593,0.006843986,-0.0076879263,-0.0016956553,0.0010949578,-0.014524108,0.0002020835,-0.0071664313,0.0042125015,-0.0024319263,-0.004307392
O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,-0.0038634764,0.0028540157,-0.00057714246,0.0025693455,-0.006484374,0.0035165264,0.005983689,-0.008741415,0.00011107512,0.00081274286,-0.015286129,0.0006899284,-0.0076504955,0.005082855,-0.00308418,-0.003381988
C=Cc1ccccc1,-0.0007612009,0.0012590466,-0.00067369826,0.0035271845,-0.0071572713,0.0028000064,0.0071614617,-0.008945698,-0.0030305758,-0.0017364956,-0.013321131,0.0010051196,-0.006340881,0.005595552,-0.0012231991,-0.005267241
Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,-0.0059445947,0.0034903325,-0.000799885,0.003136219,-0.0066029322,0.0053218226,0.005199057,-0.0087946225,0.0012851041,0.0025231726,-0.01481908,-0.0005212282,-0.006962573,0.005829867,-0.0020022318,-0.005377787
O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,-0.0034823448,0.0030494374,-0.0019286536,0.003504011,-0.00508636,0.005561525,0.005234997,-0.008800972,-0.00022513978,0.0005413983,-0.016294291,0.0018382636,-0.0052644676,0.0062867086,-0.0026023434,-0.005409185
CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,-0.006115699,0.0050875843,-0.0021557119,0.0005453271,-0.0066488716,0.00701053,0.004828428,-0.008110128,0.00020897388,0.003312884,-0.01417327,-0.0018892819,-0.0041737715,0.0050631436,-0.0024618618,-0.006534013
CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,-0.004265908,0.0024871002,0.0013442654,0.0039016367,-0.0065712784,0.0032742978,0.0064197388,-0.008248206,-0.0016239621,0.0008273516,-0.014332684,0.001123921,-0.007501987,0.0046264064,-0.0021713004,-0.0051250765
O=C(Oc1cccc(OC(=O)c2ccc(OCCOCC3CO3)cc2)c1)c1ccc(OCCOCC2CO2)cc1,-0.005433305,0.0015249457,-9.930506e-05,0.0004807529,-0.004039456,0.00471171,0.006151139,-0.009435826,-0.00062907115,0.0011253785,-0.015451392,-0.00073178764,-0.006944009,0.0053011244,-0.0011348901,-0.004093593
Nc1ccc(-c2ccc(N)cc2)cc1,-0.0030339195,0.0010373136,-0.0015549492,0.0038440076,-0.00678326,0.0030953828,0.006996435,-0.008989743,-0.0017199889,-0.0002915077,-0.013984989,0.001189257,-0.006394348,0.0056203306,-0.0029621767,-0.0043003196
CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1,-0.0036282346,0.0030250223,-0.00074973516,0.0011897916,-0.006467676,0.0061135436,0.00512264,-0.008119665,-0.00021419115,0.002564093,-0.014256406,-8.125743e-05,-0.0072478587,0.00481865,-0.0027475348,-0.0043421285
O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,-0.004484386,0.0017480971,-0.0014432743,0.0021965965,-0.0064554885,0.004888313,0.006204592,-0.008470536,-0.00041972846,0.0022170022,-0.015147224,-0.001532454,-0.004606587,0.0059143025,-0.0016866159,-0.00438207
CC12CCCCC1C(=O)OC2=O,-0.0001051391,0.00057747215,3.8376078e-05,0.0038035372,-0.008283807,0.0027337058,0.0070897928,-0.009064392,-0.0011518896,-0.0016339002,-0.013200388,0.001388032,-0.008157148,0.004884959,-0.001685922,-0.006273563
c1ccc(P(c2ccccc2)c2ccccc2)cc1,-0.0040805023,0.0023278478,-0.0012388919,0.004947966,-0.007099572,0.0038944453,0.0071618846,-0.009060289,-0.0012116302,0.00046602637,-0.014877654,0.0008877553,-0.0067448495,0.004636988,-0.0027693445,-0.005006641
O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,-0.0018552879,0.0012461757,0.0002002623,0.003973109,-0.008271555,0.0027969289,0.0053387024,-0.007381294,-0.0012185872,0.0001799073,-0.013653828,0.0018572607,-0.0071989438,0.0041967286,-0.0017501861,-0.004496186
O=C(O)CCC(=O)O,-0.0003399395,0.0005432144,0.00044929236,0.0036473977,-0.007267361,0.0027785217,0.0048852703,-0.008505177,-0.0024097692,-0.001407587,-0.014798643,0.00230753,-0.006842727,0.005380285,-0.0021787304,-0.005929975
C#Cc1cccc(N2COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3C2)c1,-0.0052652843,0.0037971772,0.0006430205,0.0028039645,-0.006203808,0.0041212845,0.0050304895,-0.008168052,0.0010611638,0.0020505227,-0.015447201,-6.159721e-05,-0.007462099,0.004210756,-0.0018832022,-0.004618857
CC(C)(c1ccc(OCC2CN(c3ccccc3)CO2)cc1)c1ccc(OCC2CN(c3ccccc3)CO2)cc1,-0.005864663,0.0039303624,-0.0010270029,0.0022950643,-0.0056555076,0.0067497706,0.0044549936,-0.008466133,0.00011429377,0.0014139116,-0.01532767,-0.0023909272,-0.005917399,0.0058009587,-0.0015708292,-0.0074710636
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,-0.0021791982,0.003937485,-0.0006516855,0.0022249345,-0.0054927454,0.0032129548,0.006424863,-0.00977369,0.001090169,0.00093592517,-0.016126525,-0.00010373909,-0.0070150234,0.005766673,-0.0027715033,-0.004781549
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,-0.00246113,0.0003485782,0.0029909946,0.004578934,-0.0024268285,0.0024335142,0.006874582,-0.009748466,-0.0012495052,-0.0037188083,-0.017018508,-0.002061612,-0.008400395,0.002024538,-0.0016272673,-0.0041890955
C=CC(=O)OC,-0.0007050226,0.0009047352,0.00038666464,0.004163621,-0.007281146,0.003167612,0.00549527,-0.008787972,-0.0023889225,-0.0013567181,-0.014518023,0.0021226467,-0.006653566,0.005516826,-0.0019316403,-0.0062908204
C=CC(=O)OCCCC,-0.00016157166,0.0008696001,0.000522878,0.0043751486,-0.007367505,0.003696464,0.006024059,-0.008470478,-0.002290614,-0.001246823,-0.014166546,0.00227973,-0.00696849,0.005208374,-0.002325315,-0.007168066
C=C(C)C(=O)OC(C)(C)C,0.00022407039,-0.0002789041,-0.00015638396,0.0035299305,-0.0077211894,0.0030067996,0.0037279548,-0.008411502,-0.001885362,-0.0015362557,-0.014626996,0.0028110947,-0.006830165,0.004608677,-0.0020118486,-0.005417158
C=C(C)C(=O)OCCOCC,-0.00041555078,0.00040235743,0.00037705898,0.0040598228,-0.0071654613,0.0036745723,0.0050738147,-0.008736979,-0.0017603915,-0.0018070312,-0.014351465,0.0020230194,-0.0076907575,0.0051739896,-0.0017345492,-0.0062270537
C=C(C)C(=O)OC1CC2CCC1(C)C2(C)C,-0.00078804255,0.0006993385,0.00018446706,0.0038199108,-0.0078048343,0.0032285205,0.0057180533,-0.008817103,-0.0015521944,-0.0019211331,-0.013801289,0.0015948564,-0.007414816,0.003408147,-0.0019360259,-0.006548441
C=C(C)C(=O)OCC(CC)CCCC,1.937151e-07,-0.00040749647,0.00028752908,0.0041656354,-0.0074726003,0.0039206725,0.0045616636,-0.008328844,-0.0017643347,-0.0015443694,-0.014203649,0.0025725607,-0.007262774,0.004203519,-0.002118731,-0.0063145906
C=CC(=O)OCc1ccccc1,-0.0012939668,0.0010535996,0.00052057765,0.0038018748,-0.006468481,0.003235743,0.0066279173,-0.008833608,-0.0015247371,-0.0012759548,-0.014226547,0.0014559757,-0.0073570414,0.0052960915,-0.0030108253,-0.0063909926
C=CC(=O)OCC(C)CCCCCCC,-3.404473e-05,-9.5637515e-05,0.00086153485,0.0046680756,-0.0070147873,0.0043525966,0.005331776,-0.008485043,-0.0014085211,-0.001328839,-0.014254347,0.0023763385,-0.0074194577,0.0044906773,-0.0024850788,-0.007958426
C=C(C)C(=O)OCc1ccccc1,-0.0014514497,0.0012018867,-0.00048957206,0.0036826725,-0.006527802,0.0029809666,0.0058885394,-0.009313051,-0.0010457914,-0.0013621245,-0.014946905,0.0020085615,-0.0078494055,0.0049493844,-0.0024865447,-0.0061060404
C=C(C)C(=O)OCCOc1ccccc1,-0.0021307098,0.0012272121,-0.00019576773,0.004312774,-0.0063883346,0.0035507968,0.005872313,-0.009099532,-0.00023400411,-0.0015881946,-0.015334772,0.0020865821,-0.008451746,0.004997479,-0.0020974185,-0.006197975
C=CC(=O)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O,-0.0007990815,0.0007899925,0.0017130319,0.0019073975,-0.0035847514,0.0056361724,0.003731954,-0.008301837,-0.001794437,-0.000112861395,-0.015162869,-2.4309848e-05,-0.005307883,0.0034118062,-0.0010488871,-0.004569168
C=CC(=O)OCCOCCOc1ccccc1,-0.0019221411,0.0010901447,0.0009025857,0.004530935,-0.0058288313,0.0043372223,0.006719512,-0.008835036,-8.958951e-05,-0.0010826942,-0.015101616,0.0017285822,-0.008606492,0.0047373604,-0.0024233088,-0.0072650234
C=CC(=O)OCCOCCOCCOc1ccccc1,-0.0021392081,0.0007073814,0.0017604586,0.00514519,-0.0053135077,0.004367956,0.0066076918,-0.0087714465,5.5035576e-05,-0.00084662996,-0.015248757,0.001962422,-0.0092238,0.004864011,-0.0023697633,-0.006726207
C=CC(=O)OCCOCCOCCOCCOc1ccccc1,-0.0023764179,0.0011125188,0.0020063818,0.0059278836,-0.0053717867,0.004912599,0.0065830154,-0.008388523,-0.00015193783,-0.00095337816,-0.01547092,0.0017677993,-0.009193227,0.0039000213,-0.0018928656,-0.007757582
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc(C(C)(C)c2ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C)cc2)cc1,-0.0003066992,0.006323406,-0.0002039317,0.0010729795,-0.00042585976,0.0015924866,0.0071452325,-0.0049556103,0.0016850121,-0.0048699556,-0.015158638,-0.0011191978,-0.006732668,-0.0015860777,0.0032339096,-0.003826065
C=C(C)C(=O)OCCOCCOc1ccc(C(C)(C)c2ccc(OCCOCCOC(=O)C(=C)C)cc2)cc1,-0.0034376679,0.0025855224,-0.0012107156,0.0031521479,-0.0048629316,0.0059247566,0.0042790165,-0.007997023,0.00029551797,-0.0014573652,-0.015790729,-0.0015912983,-0.0074715866,0.003557899,-0.0022246065,-0.0047533438
C=C(C)C(=O)OCCOCCOCCOCCOc1ccc(C(C)(C)c2ccc(OCCOCCOCCOC(=O)C(=C)C)cc2)cc1,-0.0036713078,0.0014675763,0.0016938727,0.007079887,-0.0053970553,0.004947856,0.0043769656,-0.0077291694,0.00012545101,-0.00046266802,-0.017247671,-0.002234179,-0.007517985,0.003007805,-0.0010943804,-0.004321073
C=C(C)C(=O)OCCOCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)C(=C)C)cc2)cc1,-0.00315177,0.0026705903,-0.0017192531,0.0025790518,-0.005092207,0.006022975,0.004495234,-0.007959524,0.0009162873,-0.0013311794,-0.015779095,-0.00027072616,-0.007582183,0.004045508,-0.0021735309,-0.004610614
C=C(C)C(=O)OCCOc1ccc(C(C)(C)c2ccc(OCCOC(=O)C(=C)C)cc2)cc1,-0.0032391965,0.0032787481,-0.0014396943,0.0026930252,-0.004970207,0.006575124,0.003720968,-0.008917751,0.00094020925,-0.00052266754,-0.0158423,-0.00040338887,-0.007463609,0.0040412955,-0.0013087001,-0.0059960894
C=CC(=O)OCCCOCC(C)(C)COCCCOC(=O)C=C,0.0005687799,0.00091368053,0.0021580998,0.00418411,-0.007407109,0.0036342137,0.005875361,-0.007878233,-0.0017045029,-0.00053035095,-0.013473259,0.0023624552,-0.0064884713,0.0038557919,-0.0015144646,-0.00624285
C=CC(=O)OCCCCCCOC(=O)C=C,0.00021598465,0.00054498576,0.00081781857,0.004264228,-0.007489763,0.0035914045,0.006455794,-0.008395078,-0.0012696162,-0.0014679432,-0.013548732,0.0023161448,-0.007830729,0.004514548,-0.0017096903,-0.006525781
C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,0.0012209297,0.0016124267,0.0020498354,0.0039072083,-0.007889332,0.002570311,0.0063077463,-0.007899984,-0.0015664753,-0.00036524422,-0.013422781,0.0013949154,-0.0063427314,0.0043355124,-0.001958223,-0.0051936377
C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,0.0011395686,0.0025408352,0.0016897433,0.0034954823,-0.0050146673,0.0035907961,0.0052591683,-0.007275866,-0.0011409186,-0.00039137714,-0.014757364,0.00066877995,-0.006261899,0.0043581724,-0.0021936512,-0.0050174734
