smiles_a,smiles_b,groups_a,groups_b,compatibility_reason,ratio_a,ratio_b,predicted_tg,target_distance,in_target_range,base_distance,loop_score,iteration
c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,CC1(C)CC(N)CC(C)(C)C1CN,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.65,0.35,195.23071096214872,0.23071096214872,True,0.23071096214872,0.03071096214871999,2
COc1cc(CO)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,Nc1ccc(N)cc1,aromatic;epoxy;ether;hydroxyl,aromatic;primary_amine,环氧-伯胺开环固化。,0.3,0.7,195.2386174859627,0.2386174859626919,True,0.23861748596269194,0.03861748596269193,2
COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,CC1(C)CC(N)CC(C)(C)C1CN,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.35,0.65,194.7517308262228,0.2482691737772313,True,0.24826917377720292,0.04826917377720291,2
COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.8,0.1999999999999999,195.2524913815142,0.2524913815142042,True,0.25249138151420425,0.05249138151420424,2
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,Nc1ccc(C(F)(F)F)c(-c2ccc(N)cc2C(F)(F)F)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.65,0.35,195.25320264150736,0.2532026415073574,True,0.2532026415073574,0.05320264150735737,2
CC(C)(C)N,COc1cc(CC2CO2)ccc1OCc1ccc(COc2ccc(CC3CO3)cc2OC)cc1,primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.65,0.35,194.74119079295423,0.2588092070457719,True,0.2588092070457719,0.058809207045771916,2
Nc1ccc(SSc2ccc(N)cc2)cc1,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.3,0.7,195.2603098297663,0.2603098297662995,True,0.26030982976629957,0.06030982976629956,2
COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;primary_amine,环氧-伯胺开环固化。,0.05,0.95,195.26054549587576,0.2605454958757605,True,0.2605454958757605,0.06054549587576047,2
C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.65,0.35,194.7330174897405,0.2669825102594814,True,0.2669825102595098,0.0669825102595098,2
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ether,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.4,0.6,195.2695041355553,0.2695041355553371,True,0.2695041355553087,0.06950413555530871,2
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,Nc1cccc(N)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.15,0.85,195.27326630555527,0.2732663055552677,True,0.27326630555526776,0.07326630555526775,2
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,CC1(C)CC(N)CC(C)(CN)C1,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.55,0.4499999999999999,195.2750461528975,0.2750461528974881,True,0.2750461528974881,0.07504615289748812,2
OC(COC1COC2C(OCC3CO3)COC12)COC1COC2C(OCC3CO3)COC12,Nc1ccc(-c2ccc(N)cc2)cc1,epoxy;ether;hydroxyl,aromatic;primary_amine,环氧-伯胺开环固化。,0.3,0.7,195.27837291965517,0.2783729196551405,True,0.27837291965516897,0.07837291965516896,2
Nc1cccc(N)c1,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1,aromatic;primary_amine,aromatic;cyanate_ester;ether;nitrile,氰酸酯-胺共反应。,0.8,0.1999999999999999,194.88325379984687,0.1167462001531305,True,0.11674620015313053,0.07865096205789243,2
COc1cc(COCC2CO2)ccc1OCC1CO1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;epoxy;ether,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.2,0.8,194.89248093238396,0.1075190676160673,True,0.10751906761603891,0.08847144856841986,2
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,Nc1ccc(N)cc1,aromatic;epoxy;ether;vinyl,aromatic;primary_amine,环氧-伯胺开环固化。,0.55,0.4499999999999999,195.2954292854375,0.2954292854375069,True,0.2954292854375069,0.0954292854375069,2
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.95,0.05,195.295846994906,0.2958469949059576,True,0.2958469949059861,0.09584699490598608,2
COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ester;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.6,0.4,194.70136342730893,0.2986365726910662,True,0.29863657269106625,0.09863657269106624,2
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,aromatic;epoxy;ether;vinyl,aromatic;epoxy;ether;hydroxyl,环氧-羟基醚化，常需催化剂。,0.8,0.1999999999999999,194.8518908619313,0.1481091380686905,True,0.14810913806869053,0.10049009044964291,2
CCCCN,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,primary_amine,anhydride;aromatic;ester;ether,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.6,0.4,194.85100335426955,0.148996645730449,True,0.14899664573044902,0.1013775981114014,2
CC1(C)CC(N)CC(C)(CN)C1,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,primary_amine,aromatic;epoxy;ether;hydroxyl,环氧-伯胺开环固化。,0.65,0.35,195.30441457400107,0.3044145740010719,True,0.30441457400107197,0.10441457400107196,2
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,aromatic;hydroxyl;phenol,isocyanate,异氰酸酯-羟基形成聚氨酯。,0.75,0.25,194.8859250604212,0.1140749395788418,True,0.11407493957881343,0.10455113005500391,2
C#CCOc1ccc(Cc2ccc(O)cc2OCC#C)cc1,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,aromatic;ether;hydroxyl;phenol,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,0.8,0.1999999999999999,195.15401727583648,0.1540172758364804,True,0.1540172758364804,0.10639822821743278,2
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;primary_amine,anhydride;aromatic;ester;ether,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.95,0.05,194.84581792716543,0.1541820728345442,True,0.15418207283457264,0.10656302521552502,2
CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.45,0.55,194.6890787378056,0.3109212621943982,True,0.3109212621943982,0.11092126219439818,2
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,aromatic;hydroxyl;phenol,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,0.05,0.95,195.16224410589572,0.162244105895752,True,0.16224410589572358,0.11462505827667596,2
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,CC1(C)CC(N)CC(C)(C)C1CN,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.45,0.55,195.3211505799844,0.321150579984419,True,0.32115057998439056,0.12115057998439055,3
C=CCOCC(CO)(COCC=C)COCC=C,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,ether;hydroxyl;vinyl,aromatic;imide;maleimide;vinyl,马来酰亚胺与烯基共聚/加成。,0.65,0.35,195.13383449768136,0.133834497681363,True,0.13383449768136302,0.13065989450675985,3
c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,aromatic;epoxy;ether,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.6,0.4,195.14798860468656,0.1479886046865601,True,0.14798860468656017,0.13846479516275065,3
C=CCOCC(CO)(COCC=C)COCC=C,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,ether;hydroxyl;vinyl,anhydride;aromatic;ester;ether,酸酐-羟基酯化。,0.45,0.55,195.15270674538516,0.1527067453851316,True,0.15270674538516005,0.14318293586135053,3
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,CCCCC1OC1CCCCC1OC1CCCCCCCC(=O)Oc1ccccc1,aromatic;hydroxyl;phenol,aromatic;epoxy;ester;ether,环氧-羟基醚化，常需催化剂。,0.75,0.25,194.82944112721904,0.1705588727809583,True,0.17055887278095838,0.145162047384133,3
O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,CC1(C)CC(N)CC(C)(C)C1CN,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.85,0.15,194.6544802288265,0.3455197711735138,True,0.34551977117351385,0.14551977117351383,3
C(=N/c1ccc(OCC2CO2)cc1)\c1ccc(OCC2CO2)cc1,CC(C)(c1occc1CN)c1occc1CN,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.4,0.6,194.6528768992053,0.347123100794704,True,0.347123100794704,0.14712310079470398,3
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.95,0.05,194.6518719368858,0.3481280631141885,True,0.34812806311418854,0.14812806311418852,3
Nc1cccc(N)c1,COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether;hydroxyl;phenol,环氧-伯胺开环固化。,0.3,0.7,194.6514731801109,0.3485268198890878,True,0.34852681988908785,0.14852681988908784,3
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,CC1(C)CC(N)CC(C)(CN)C1,aromatic;epoxy;ether;vinyl,primary_amine,环氧-伯胺开环固化。,0.7,0.3,195.3515661408948,0.3515661408948176,True,0.3515661408947892,0.1515661408947892,3
COc1cc(CC2CO2)ccc1OP(=O)(Oc1ccc(CC2CO2)cc1OC)Oc1ccc(CC2CO2)cc1OC,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.45,0.55,195.35256321447324,0.3525632144732356,True,0.3525632144732356,0.15256321447323556,3
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,aromatic;epoxy;ether,aromatic;epoxy;ether;hydroxyl,环氧-羟基醚化，常需催化剂。,0.95,0.05,194.81872508727577,0.1812749127242341,True,0.18127491272423413,0.15587808732740874,3
O=C1CCCC(=O)O1,CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1,anhydride;ester;ether,aromatic;primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.6,0.4,195.17870609695345,0.1787060969534479,True,0.17870609695344797,0.15648387473122574,3
CC(N)COCC(C)OCC(C)OCC(C)N,COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,ether;primary_amine,aromatic;epoxy;ether;hydroxyl;phenol,环氧-伯胺开环固化。,0.65,0.35,195.35798550369284,0.357985503692845,True,0.357985503692845,0.15798550369284498,3
O=C=NCCCCCCN=C=O,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,isocyanate,aromatic;primary_amine,异氰酸酯-伯胺形成聚脲。,0.15,0.85,195.168000232052,0.1680002320519804,True,0.16800023205200887,0.15847642252819935,3
Nc1ccc(Cc2ccc(N)cc2)cc1,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1,aromatic;primary_amine,aromatic;cyanate_ester;ether;nitrile,氰酸酯-胺共反应。,0.1,0.9,194.82237609369173,0.1776239063082698,True,0.17762390630826985,0.16175089043525398,3
Nc1ccc(Cc2ccc(N)cc2)cc1,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,aromatic;primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,0.25,0.75,195.36214173673528,0.3621417367352819,True,0.36214173673528194,0.16214173673528193,3
NCc1cccc(CN)c1,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,aromatic;primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,0.35,0.65,195.3662488276509,0.366248827650935,True,0.3662488276509066,0.1662488276509066,3
O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,O=C1OC(=O)c2cc(C(c3ccc4c(c3)C(=O)OC4=O)(C(F)(F)F)C(F)(F)F)ccc21,aromatic;epoxy;ether,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.5,0.5,194.82282202439723,0.1771779756027456,True,0.17717797560277404,0.16765416607896452,3
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,Oc1ccc(Oc2ccc(O)cc2)cc1,aromatic;epoxy;ether;vinyl,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.7,0.3,194.7915269772529,0.2084730227471425,True,0.2084730227471141,0.1830761973502887,3
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,CC1(C)CC(CN)CC(CN)C1,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.5,0.5,194.6125894960626,0.3874105039373887,True,0.38741050393738874,0.18741050393738873,3
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.45,0.55,195.38885712371444,0.3888571237144447,True,0.3888571237144447,0.18885712371444469,3
Nc1cccc(N)c1,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.05,0.95,194.6048622040718,0.3951377959282069,True,0.39513779592820697,0.19513779592820696,3
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,Nc1ccc(N)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.15,0.85,195.40201585777197,0.4020158577719428,True,0.40201585777197124,0.20201585777197123,3
COc1cc(COCC2CO2)ccc1OCC1CO1,C#Cc1cccc(N2COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3C2)c1,aromatic;epoxy;ether,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.4,0.6,194.7682678710464,0.2317321289536096,True,0.23173212895360962,0.20633530355678423,3
C=C(C)C(=O)OC,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,ester;ether;vinyl,aromatic;imide;maleimide;vinyl,马来酰亚胺与烯基共聚/加成。,0.8,0.1999999999999999,195.2099117070796,0.2099117070795557,True,0.2099117070796126,0.20673710390500943,3
CCCCCCCCCCCCCCCCN,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,primary_amine,anhydride;aromatic;ester;ether,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.15,0.85,194.76894870541696,0.2310512945830396,True,0.23105129458303963,0.2088290723608174,3
CC1(C)CC(N)CC(C)(CN)C1,COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.45,0.55,194.58914247366312,0.4108575263368834,True,0.41085752633688344,0.21085752633688343,3
NCc1cccc(CN)c1,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.7,0.3,195.41159367489615,0.4115936748961815,True,0.41159367489615306,0.21159367489615305,3
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,CC1(C)CC(CN)CC(C)(N)C1,aromatic;epoxy;ether,primary_amine,环氧-伯胺开环固化。,0.35,0.65,195.4122458998,0.4122458997999843,True,0.4122458998000127,0.21224589980001268,3
CCCCCCCCCCN,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,primary_amine,anhydride;aromatic;ester;ether,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.15,0.85,195.23525077439007,0.2352507743900673,True,0.23525077439006736,0.21302855216784514,3
Nc1ccc(Oc2ccc(N)cc2)cc1,COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,aromatic;ether;primary_amine,aromatic;epoxy;ether;hydroxyl;phenol,环氧-伯胺开环固化。,0.5,0.5,195.4139584285436,0.4139584285436228,True,0.41395842854359444,0.21395842854359443,3
COc1cc(CC2CO2)ccc1OCc1ccc(COc2ccc(CC3CO3)cc2OC)cc1,Nc1ccccc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.4,0.6,194.58275326666103,0.4172467333389704,True,0.41724673333897044,0.21724673333897043,3
O=C=NC1CCC(CC2CCC(N=C=O)CC2)CC1,O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,isocyanate,aromatic;ether;hydroxyl;phenol,异氰酸酯-羟基形成聚氨酯。,0.3,0.7,194.77564269863788,0.2243573013621187,True,0.22435730136211873,0.21800809501291238,3
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,Nc1ccc(N)cc1,aromatic;imide;maleimide;vinyl,aromatic;primary_amine,马来酰亚胺-胺 Michael 加成。,0.6,0.4,194.7738963855348,0.2261036144652166,True,0.22610361446518823,0.21975440811598188,3
COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,Oc1ccc(Oc2ccc(O)cc2)cc1,aromatic;epoxy;ether;hydroxyl,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.55,0.4499999999999999,194.7505844369339,0.2494155630660941,True,0.24941556306609414,0.22401873766926875,3
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,N#CNC(=N)N,aromatic;isocyanate,nitrile;primary_amine;secondary_amine,异氰酸酯-伯胺形成聚脲。,0.7,0.3,194.7646511449713,0.2353488550286897,True,0.23534885502868974,0.22582504550488022,3
Nc1cccc(N)c1,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.6,0.4,195.42703245566344,0.4270324556634364,True,0.4270324556634364,0.22703245566343638,3
COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;epoxy;ether;hydroxyl;phenol,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.5,0.5,195.2390408031793,0.2390408031793072,True,0.2390408031793072,0.2295169936554977,3
COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,aromatic;epoxy;ether,aromatic;carboxylic_acid;hydroxyl,环氧-羧酸开环酯化。,0.1,0.9,194.7587742948038,0.2412257051962001,True,0.24122570519620012,0.2317018956723906,3
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,C=C(C)C(=O)OCC(CC)CCCC,aromatic;imide;maleimide;vinyl,ester;ether;vinyl,马来酰亚胺与烯基共聚/加成。,0.45,0.55,195.23774223531657,0.2377422353165741,True,0.23774223531657412,0.23456763214197096,3
CC(c1ccc(Oc2ccc(N)cc2)cc1)(c1ccc(Oc2ccc(N)cc2)cc1)c1ccc(Oc2ccc(N)cc2)cc1,N#CC(CC=CCC1CO1)CCC=CCC1CO1,aromatic;ether;primary_amine,epoxy;ether;nitrile;vinyl,环氧-伯胺开环固化。,0.45,0.55,195.4353690231817,0.4353690231817211,True,0.4353690231816927,0.23536902318169267,3
COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,Nc1cc(N)cc(N)c1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;primary_amine,环氧-伯胺开环固化。,0.35,0.65,194.5639596026155,0.4360403973844882,True,0.4360403973844882,0.23604039738448818,3
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,NCCNCCN,aromatic;epoxy;ether,primary_amine;secondary_amine,环氧-伯胺开环固化。,0.3,0.7,195.43947596496,0.4394759649599677,True,0.4394759649599962,0.23947596495999618,3
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,OCCCCCCO,aromatic;epoxy;ether;vinyl,hydroxyl,环氧-羟基醚化，常需催化剂。,0.95,0.05,195.26619631176965,0.2661963117696473,True,0.2661963117696473,0.24079948637282192,3
Nc1ccc(SSc2ccc(N)cc2)cc1,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.05,0.95,195.4479091733908,0.4479091733907694,True,0.44790917339079783,0.24790917339079782,3
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,C=CCOCC(CC)(CO)CO,aromatic;epoxy;ether,ether;hydroxyl;vinyl,环氧-羟基醚化，常需催化剂。,0.55,0.4499999999999999,194.72412998195267,0.2758700180473283,True,0.27587001804732836,0.25047319265050294,3
O=C(O)CCCCCCCCC(=O)O,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,carboxylic_acid;hydroxyl,anhydride;aromatic;ester;ether,酸酐-羟基酯化。,0.1,0.9,194.7303423049985,0.2696576950015412,True,0.2696576950015128,0.2601338854777033,3
CC(N)COCC(C)COCC(C)CN,O=C1C=CN(c2ccc(Cc3ccc(N4C(=O)C=CC4=O)cc3)cc2)C1=O,ether;primary_amine,aromatic;imide;maleimide;vinyl,马来酰亚胺-胺 Michael 加成。,0.5,0.5,194.73245970923745,0.2675402907625823,True,0.2675402907625539,0.2611910844133476,3
Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;ether;primary_amine,anhydride;aromatic;ester;ether,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.4,0.6,194.7143330152755,0.2856669847244859,True,0.28566698472448593,0.26344476250226373,3
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,Nc1ccc(-c2ccc(N)cc2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.3,0.7,194.53522862666037,0.4647713733396585,True,0.46477137333963014,0.26477137333963013,4
Nc1cccc(N)c1,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.65,0.35,195.46894349340573,0.4689434934057317,True,0.4689434934057317,0.2689434934057317,4
N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1,Nc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,aromatic;cyanate_ester;ether;nitrile,aromatic;ether;primary_amine,氰酸酯-胺共反应。,0.05,0.95,194.7130743541351,0.2869256458648976,True,0.28692564586489766,0.27313254241662177,4
COc1cc(C(c2cc(C)c(O)c(O)c2)c2cc(C)c(O)c(O)c2)ccc1OCC1CO1,CC(C)(O)C(=O)c1ccc(OCCO)cc1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;ether;hydroxyl,环氧-羟基醚化，常需催化剂。,0.7,0.3,194.69027358460173,0.3097264153982735,True,0.3097264153982735,0.27524365677758383,4
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;epoxy;ether,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.9,0.0999999999999999,195.29126934963625,0.2912693496362522,True,0.2912693496362522,0.2774762461879763,4
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,C1OC1COC1COC2C(OCC3CO3)COC12,aromatic;primary_amine,epoxy;ether,环氧-伯胺开环固化。,0.6,0.4,195.47847193117715,0.4784719311771255,True,0.4784719311771539,0.2784719311771539,4
Nc1ccc(Oc2ccc(N)cc2)cc1,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,aromatic;ether;primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,0.25,0.75,195.4840787597786,0.4840787597786118,True,0.4840787597786118,0.2840787597786118,4
