smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63,z_64,z_65,z_66,z_67,z_68,z_69,z_70,z_71,z_72,z_73,z_74,z_75,z_76,z_77,z_78,z_79,z_80,z_81,z_82,z_83,z_84,z_85,z_86,z_87,z_88,z_89,z_90,z_91,z_92,z_93,z_94,z_95,z_96,z_97,z_98,z_99,z_100,z_101,z_102,z_103,z_104,z_105,z_106,z_107,z_108,z_109,z_110,z_111,z_112,z_113,z_114,z_115,z_116,z_117,z_118,z_119,z_120,z_121,z_122,z_123,z_124,z_125,z_126,z_127
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,0.0031955857,-0.0027151443,-0.0020664502,0.013416462,-0.009807363,-0.0011552968,-0.0010634176,-0.005628473,-0.0034520123,-0.0019634906,-0.009419404,-0.007071262,-0.014692711,0.015857708,0.0033121458,-0.025068289,-0.0049753003,-0.019619197,-0.007936263,0.0027947146,-0.03201838,-0.0031910215,0.008374276,-0.007675197,-0.0029537033,0.0036973828,0.0011667302,-0.0020703492,-0.00086788274,-0.0028538387,0.017639123,0.008521382,0.014070539,-0.0020778931,-0.010703625,0.006557321,-0.024636183,-0.01922872,0.0018308274,-0.00019691046,-0.012823147,0.011647709,0.002632856,0.0083244,-0.0072521763,-0.009496276,0.003720643,-0.0018933695,0.020098913,-0.0065601114,-0.008936815,0.0008160826,0.020739725,-0.004650379,0.01263693,-0.0013470412,0.0037437314,-0.0010453153,-0.020658461,0.0067416597,0.005440792,-0.0038089976,0.005892057,0.0059112413,0.019092187,-0.0040294575,0.009678431,0.0075739278,0.006161499,-0.008216951,0.012938676,-0.014443103,0.0027353428,-0.009327054,-0.0096261185,0.0073121106,0.0017699059,0.020504197,-0.004055203,0.011089228,0.013293572,0.0026598163,0.017537525,0.0016941155,-0.003184964,0.009480526,0.0017255209,0.013828061,0.0047698203,-0.0126696285,-0.0016196948,0.00086475443,-0.003781417,-7.258728e-05,0.008683947,0.010066296,0.0020592567,0.0042484766,0.0024681233,0.005151692,0.0089439545,-0.00044346415,-0.00978676,-0.0056497445,0.009013187,0.009222783,0.0048278198,-0.007954485,-0.0076152235,-0.01590901,-0.0044951662,0.0142267775,-0.022610387,-0.0040556467,0.006526436,0.0046394165,0.0076644607,-0.004420462,6.057089e-06,0.0069688624,-0.012772342,0.002007193,0.0026314855,-0.009686078,-0.001007847,-0.009513386,0.011328138,0.003290235
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,-0.0017097425,-0.0037161568,0.0057064276,-0.016801715,0.012299182,0.00379173,-0.00043373555,0.004852169,0.0038247597,-0.00446576,0.011280183,0.010150373,0.015826287,-0.020678986,-0.005590528,0.031483393,0.008708563,0.029326694,0.011509693,0.0037540793,0.0424928,0.0048464667,-0.0068973955,0.0036667343,0.00013285736,0.0011857892,-0.002578272,0.0030302769,0.0009847945,0.0019711973,-0.01910647,-0.011111608,-0.0146312285,0.0012524358,0.014138109,-0.01085199,0.03782904,0.020929461,0.0064129718,-0.0036455877,0.01617671,-0.01992217,-0.0073226886,-0.008767011,0.011180909,0.0037268521,-0.0046421844,0.0050395094,-0.024150709,0.0092867,0.013314053,-0.0096933,-0.031140905,0.013071274,-0.019977419,0.0046478934,-0.0061130417,0.0045255898,0.021393165,-0.00635612,-0.0121509265,0.010224339,-0.007363134,-0.008593002,-0.019681942,0.0038637803,-0.01849156,-0.008758031,-0.010993323,0.016714524,-0.013907317,0.011312965,-0.0059009567,0.013874097,0.014124693,-0.011627159,0.0025630742,-0.020642396,5.93625e-05,-0.018363576,-0.018317427,-0.005093392,-0.029259145,0.0067342226,0.005394412,-0.011159074,-0.0047914926,-0.01784752,-0.0065527093,0.011737067,-0.0008547371,-0.0016350113,0.0042110845,0.001857786,-0.015181046,-0.010624347,-0.003998438,-0.007322356,-0.004138586,-0.0068042325,-0.0054411367,0.0008932613,0.01666081,0.0027148873,-0.014432887,-0.0045666494,-0.003046278,0.010484193,0.0045894794,0.019936638,0.007357765,-0.019294249,0.02932042,0.007842618,-0.013705475,-0.0070960578,-0.010896292,0.0071569597,-0.000608749,-0.008744342,0.013241539,-0.001735122,-0.0038211714,0.009134388,-0.002007286,0.017551841,-0.0031688553,-0.0046078637
CCC(CO)(CO)CO,-0.0011285646,-0.0029833335,-0.00122739,0.010501506,-0.007666187,-0.0003644582,4.0569343e-05,-0.0065315585,-0.0046046763,-0.0049352944,-0.0053508105,-0.007992523,-0.0111876745,0.015008092,-0.0012129317,-0.019357078,-0.005638673,-0.014378576,-0.006299987,0.0019842815,-0.029275022,0.00019117654,0.0099430615,-0.006512615,-0.003044308,0.0027815187,0.0019093608,-0.002203219,-0.00040138047,-0.003938268,0.016767478,0.0034025623,0.012257781,-0.0030373519,-0.008495053,0.0050055105,-0.024713986,-0.019461758,0.0005186121,-0.0011477424,-0.0064918054,0.01352798,0.00023757946,0.010763641,-0.007538653,-0.008290731,0.0059868246,0.0009772871,0.022844166,-0.009053013,-0.0066430406,-0.0037958734,0.019626452,-0.006055104,0.0098818615,0.00042941514,-0.000261534,-0.0025157547,-0.016815467,0.0069779856,0.0024754815,-0.0018024221,0.0033948214,0.0040252013,0.017627243,-0.0012046136,0.0045072916,0.0050974293,0.0037284782,-0.007254967,0.009985423,-0.016646788,0.00043936633,-0.009332212,-0.009869635,0.0037901094,0.002492614,0.018874738,-0.0035383878,0.009121954,0.013978584,0.005703612,0.014064044,0.0057344586,-0.0017728377,0.0059260326,0.002098394,0.0119513245,0.0052521126,-0.01255448,-0.0032950137,0.0004750546,-0.0054270783,-0.0012847842,0.0065579945,0.006997536,0.0061354004,0.005829886,0.0014250365,0.0067267744,0.008762065,0.0014595804,-0.011131778,-0.007879059,0.012317051,0.0063923136,0.0029042792,-0.010742333,-0.010010861,-0.014850013,-0.0079992805,0.013335869,-0.017284714,-0.006431236,0.0034325002,0.0040028994,0.010960223,-0.0045824954,-0.0016039584,0.0074883075,-0.010493139,0.0047548646,4.331395e-05,-0.007989243,-0.0025315802,-0.0069039115,0.015175361,0.0020150403
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,-0.035867956,0.13797553,0.049452752,-0.29570603,0.19445805,-0.00023938576,0.03541249,0.106146246,0.087657355,0.071689434,0.17036855,0.11559702,0.28896564,-0.32963574,-0.032348044,0.5642983,0.11660704,0.34660313,0.14025545,-0.010223627,0.6073684,0.089403935,-0.14307639,0.21696576,0.033562455,-0.050018292,-0.035485517,0.09279265,0.036821656,0.0076323412,-0.26697543,-0.12100737,-0.2148725,0.047016695,0.07795121,-0.15242313,0.46443123,0.37430134,-0.04305184,-0.005675772,0.24101527,-0.23043656,-0.08488894,-0.110757515,0.10631857,0.20896003,-0.091526456,0.032786068,-0.41967437,0.06702308,0.15580513,-0.005282266,-0.46215972,0.08447293,-0.27099955,-0.04791031,0.0013742205,0.08001995,0.41686022,-0.17562325,-0.11899179,0.069597386,-0.1570368,-0.13227521,-0.36137563,0.1080299,-0.1567053,-0.15826587,-0.13310418,0.1292467,-0.2482897,0.27487773,-0.019441513,0.17959294,0.11424102,-0.08248878,-0.021322351,-0.37314343,0.15085137,-0.18146338,-0.24597311,-0.009243753,-0.34432298,-0.042146046,-0.005867687,-0.14077175,0.020648617,-0.3026095,-0.0845049,0.25919935,0.040916532,0.009917731,0.07658424,-0.04295473,-0.15123442,-0.20717835,-0.06363079,-0.10548283,-0.05660039,-0.12530492,-0.15775374,-0.079201296,0.19440928,0.09291919,-0.15481073,-0.20748286,-0.11101216,0.09929202,0.052762996,0.29838762,0.07473317,-0.2838184,0.46406925,0.045288295,-0.051000044,-0.068825245,-0.19415948,0.082657404,0.032046452,-0.14525305,0.25075912,0.013622354,0.003933522,0.25027812,0.058121514,0.13312365,-0.27993548,-0.07840228
O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO,-0.046328355,0.18009211,0.065945424,-0.3599238,0.2463128,-0.0019168514,0.058131866,0.119135186,0.111794315,0.10062292,0.19194953,0.15074584,0.3484878,-0.40377524,-0.028258275,0.67326474,0.14528789,0.42340916,0.16201146,-0.0069839787,0.70562696,0.09328915,-0.17073533,0.2622263,0.038862165,-0.05891228,-0.036530904,0.117978066,0.047444284,0.006485114,-0.31292254,-0.14283192,-0.24845289,0.052344054,0.06757224,-0.19778213,0.56015533,0.4511197,-0.044008866,0.0043987064,0.29758868,-0.28415194,-0.115649715,-0.13877624,0.11880555,0.24935485,-0.11097796,0.02764253,-0.5061721,0.079345,0.19251724,0.008399911,-0.55420786,0.0931241,-0.32044747,-0.06520835,0.00793627,0.11042341,0.49097022,-0.23026684,-0.14464563,0.09163814,-0.19077516,-0.1682343,-0.43388098,0.1427245,-0.18999605,-0.19667812,-0.1443551,0.15317304,-0.2995865,0.3320882,-0.022468904,0.23490879,0.13681592,-0.099048264,-0.040348396,-0.44126958,0.20075491,-0.20266457,-0.29498714,-0.00074069574,-0.41155124,-0.069300994,-0.00043709017,-0.15220754,0.03150867,-0.3638106,-0.086608395,0.3302913,0.055958852,0.011975248,0.08499129,-0.04915986,-0.17578577,-0.24584788,-0.08183707,-0.12717232,-0.058749177,-0.16203225,-0.1909334,-0.10566459,0.23573992,0.10632666,-0.17292333,-0.26160067,-0.13477392,0.10656299,0.059187684,0.36578012,0.09112044,-0.34602344,0.5617912,0.048133112,-0.06343297,-0.073135614,-0.23932701,0.10226913,0.045631077,-0.18108201,0.29153046,0.005590764,0.009379734,0.3093089,0.07947888,0.14676574,-0.33426774,-0.10283539
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.0018394906,-0.007821001,0.0024420898,0.00080783793,0.00015102187,0.00032822601,-0.0025921967,-0.0042951885,-0.0005940362,-0.0054751947,3.0318857e-05,-0.00014533265,-0.00483831,0.0006874332,-0.00026831543,-0.0036580693,0.0016212091,0.0063716653,-0.0016861348,0.002755778,-0.0031425776,0.0014468739,0.004327407,-0.0056808833,-0.003007089,0.0049976944,-0.00035606232,-0.00019106094,0.0028482778,0.0010525789,0.003238539,-4.815124e-05,0.001099553,-0.00327621,0.0041563828,-0.0007359572,0.0037242486,-0.0035814978,0.0047644796,-0.0038749892,-0.0007413358,-0.0010014009,-0.0011196006,0.0011847075,0.0038907286,-0.0050105313,0.0004325658,0.0029974133,0.004769504,-0.00080974307,-0.0013349894,-0.003545858,0.0005349079,0.0038779604,-0.0024174685,0.00305929,0.0011570128,4.3634325e-05,-0.0067398245,0.0008479655,-0.0021105688,0.004709924,0.0015577662,0.0006700845,0.0035112519,-0.0013156622,-0.005594882,0.0004146481,-0.00084656384,0.0061923293,0.0032788664,-0.006990334,-0.00040936656,0.0017618355,0.0049168086,-0.0014584595,0.002028294,0.004564645,-0.005811206,-0.0022171913,0.00029892195,-0.0034540407,0.00041031837,0.004944792,0.004911216,4.953984e-05,-0.0009262189,0.00020233775,0.0039416566,-0.0033402825,-0.004689222,0.00095700845,-0.0032187775,0.0048216344,-0.0018605134,0.0023169792,-0.0013689352,-0.00043172948,0.00080209156,0.002409379,0.002815446,0.0037223669,0.0033478606,-0.004373526,-0.0016855318,0.0070726844,0.0040316507,-0.00017117918,-0.0019167885,-2.7203932e-05,0.0012380723,0.00016883016,-0.0007696734,0.0002235854,-0.005366713,0.0007171072,-0.002051767,-0.0016973866,0.0013815127,0.000998822,-0.005653573,-0.00038336683,0.0007601548,-0.0027269288,-0.0040056645,0.004187387,0.011274148,-0.00013920199
O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.O=NN([O-])c1ccccc1.[Al+3],0.0025024563,-0.0019604806,0.0031349156,0.0033424916,0.00025719358,-0.0011364045,-0.0013439711,-0.0009945403,-0.0020576254,-0.0023182845,-0.0012642107,-0.0010635012,-0.0011519212,0.0028706149,0.002892524,-0.006204805,-0.0036367327,-0.0024501574,-0.0034935474,0.0014831815,-0.0074355686,-0.0014115812,0.0023066364,-0.00325601,0.0012524796,0.0011827098,-0.0012596403,-0.0010151329,0.00091773365,-0.0015363498,0.0025460792,0.0005303463,0.0020803455,-0.0037353344,0.0023288988,0.0025603268,-0.002173704,-0.0034099948,0.0012152405,0.00026090723,-0.0045063896,0.0008168332,0.00054541,-0.00068782363,-0.0003677737,-0.00026018824,0.0005741101,-6.546825e-05,0.0042253733,-0.0009261705,-0.00097380904,0.0003577303,0.0044046347,0.001319384,0.0010885708,0.00060157897,-0.00034845714,-0.00023820996,-0.0062052947,0.0014684494,-0.00013182592,0.00074012857,0.0028889726,0.0015720034,0.0034703957,-0.0014204131,0.0021410037,0.0013914192,0.0038799653,-0.00061796885,0.0015546023,-0.002521012,0.0033527259,-0.004549921,2.3249537e-05,-0.00020077173,0.0017861873,0.005182418,-0.0011214726,0.0018552998,0.0047655758,0.0017425958,0.00586282,-0.00026418536,0.0016912557,0.0037788805,8.054823e-05,0.0028765807,-7.3498115e-05,-0.00074667577,0.0005726721,0.000104333274,-0.001074695,-0.0009630071,0.002097222,0.002445695,-0.0008603404,0.0021346887,0.0019820158,-0.00044387858,-0.00035169534,0.0026514381,-0.003147617,-0.003762084,0.0013709241,0.0030455333,0.0034094052,0.00023528258,-0.0017697476,-0.0034715654,-0.0017279685,0.0031044562,-0.0068855216,-0.0011383602,-0.0007529231,0.0022476893,0.00092332717,4.60241e-05,-0.0002087683,0.0023652753,-0.00467515,0.002814616,-0.0021253044,-0.0037516158,-0.00070191966,0.0006894213,0.005740651,0.0006389348
CC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0.0027277032,-0.0044789966,-0.0020979103,0.012467841,-0.007058848,-0.0013580956,-0.0017084898,-0.00487621,-0.002701586,-0.002893669,-0.0086638145,-0.0050205225,-0.011637371,0.013117303,0.002599358,-0.023222137,-0.00341852,-0.01358364,-0.008024414,0.002130473,-0.026757512,-0.0010333268,0.0067193583,-0.008715926,-0.003859935,0.006916713,0.000678631,-0.0015824513,0.00050411,-0.002396658,0.014936037,0.006578296,0.011907848,-0.0019594517,-0.0085104965,0.0037343893,-0.019350601,-0.017206527,0.0026606526,-0.0017868932,-0.010740414,0.009764054,0.0018079486,0.007308868,-0.0038428148,-0.008346454,0.0040441044,-0.0022115195,0.015748251,-0.006060886,-0.006402889,0.0013173614,0.017432254,-0.002661082,0.0088954605,0.0009370297,0.0034277225,-0.00035442226,-0.019305822,0.0048364135,0.0040478427,-0.0017841477,0.005881572,0.004601682,0.014790105,-0.0045340382,0.0065420307,0.00586705,0.0058178874,-0.0046952334,0.0118354615,-0.012561653,0.0018472206,-0.0075970497,-0.006389685,0.0063471673,0.0018452741,0.017028807,-0.0041655367,0.011238845,0.00814974,-2.3894012e-05,0.014970375,0.0022793189,-0.0022917483,0.007100638,0.0015042229,0.01136466,0.005938693,-0.011426776,-0.003751291,0.0019614697,-0.0034707976,0.0015741698,0.0066449335,0.009683252,0.0012197681,0.004172236,0.003594139,0.004497857,0.007445451,0.0012400039,-0.007369196,-0.0056156074,0.0070332503,0.009424316,0.0038603218,-0.0059154667,-0.0052053444,-0.012148244,-0.003005458,0.012348229,-0.01888378,-0.003612603,0.0052094543,0.0040788325,0.005428065,-0.0051154112,-1.9370811e-05,0.005455549,-0.0135668125,0.0015289625,0.0036550509,-0.008572978,-0.001750282,-0.007194584,0.01261089,0.0032895636
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,0.0027951803,-0.0039508063,-0.0025269482,0.014408223,-0.00875213,-0.0013645596,-0.00089895725,-0.0053345533,-0.0027592983,-0.0025014463,-0.009324642,-0.0058694724,-0.013562223,0.015948493,0.0024102642,-0.02542353,-0.0045919213,-0.01741649,-0.007789371,0.00247824,-0.029661607,-0.0031746163,0.0072034188,-0.008937617,-0.0030055179,0.0050805234,0.00082522025,-0.0020906534,-0.00088053383,-0.002482837,0.016887294,0.008128753,0.013070708,-0.0018773496,-0.00991236,0.0051410515,-0.022501677,-0.018928297,0.001479828,-0.0005044453,-0.013367577,0.010750976,0.0023849495,0.0069499384,-0.0059871497,-0.009667552,0.0037598014,-0.0026229843,0.01859729,-0.0056907632,-0.008351393,0.001680322,0.019448841,-0.004242644,0.011930849,-0.00048594922,0.0038862424,-0.0006579412,-0.02103278,0.006211072,0.0052025337,-0.0033560768,0.0068638753,0.0053264084,0.01800209,-0.004855426,0.0077924468,0.0069360835,0.0066081034,-0.0072321957,0.012582976,-0.013659321,0.001493996,-0.008787827,-0.008853513,0.0068595493,0.0009343773,0.019173488,-0.005368485,0.009971257,0.010947717,0.0014470816,0.01775652,0.000592535,-0.002300974,0.008459576,0.0004163608,0.013845942,0.006230511,-0.011849025,-0.002029623,0.0013812259,-0.0035790503,0.0014573387,0.007939662,0.009870213,0.00044837687,0.003998418,0.0031728449,0.005270959,0.008632798,0.00044570956,-0.009115817,-0.006012912,0.0077482183,0.0092565045,0.0047742343,-0.0068993857,-0.0054765325,-0.01439006,-0.0036882441,0.013573751,-0.021742089,-0.0034131133,0.0062034465,0.0048309183,0.00804539,-0.0057312576,0.00015839026,0.005518485,-0.013805902,0.0008850191,0.002872439,-0.009545517,-0.0015616803,-0.008290151,0.011629509,0.0031832978
C=CCOCC(COCC=C)(COCC=C)COC(=O)NCC1(C)CC(NC(=O)OCC(COCC=C)(COCC=C)COCC=C)CC(C)(C)C1,-0.001545026,-0.0032709697,0.004283009,-0.016939333,0.0139338,0.0052816328,0.0006163595,0.0053930925,0.0059456336,-0.0039632726,0.01016997,0.011122371,0.016889391,-0.021032292,-0.0030588391,0.030372618,0.009863872,0.028211864,0.009451083,-7.5288117e-06,0.038551554,0.0026214144,-0.0072048344,0.0029561222,0.0011960103,0.00020277919,-0.0024490128,0.0031433562,0.0029961318,0.0020863675,-0.019580595,-0.009634038,-0.016228719,0.0007252048,0.0133736525,-0.008774334,0.03934139,0.020466885,0.0038615211,-0.00513415,0.016452376,-0.022486024,-0.008836839,-0.010349508,0.009599531,0.0028316611,-0.0056664087,0.006004559,-0.026062729,0.0071995705,0.011960901,-0.007586918,-0.031442463,0.012838146,-0.021053927,0.0036268304,-0.0033958228,0.0036040274,0.02092563,-0.0067338943,-0.010111087,0.01139921,-0.0057339855,-0.007865196,-0.022496667,0.005842301,-0.01944244,-0.007508968,-0.009504301,0.019162636,-0.014737677,0.011967581,-0.0053910743,0.014261227,0.014520045,-0.011485008,0.00098731,-0.021199867,-0.0011642054,-0.018895183,-0.016423024,-0.0042487867,-0.028267205,0.0046141385,0.0062198173,-0.010813616,-0.004533222,-0.017360648,-0.0070601664,0.012179876,0.0016843248,-0.0011818511,0.003323102,0.0032726876,-0.016190976,-0.012041468,-0.0047411034,-0.008360435,-0.002332891,-0.007268513,-0.008822525,0.00046540983,0.016203813,0.003651279,-0.013157267,-0.0030220086,-0.0031516552,0.009189884,0.0036298204,0.019720944,0.008513782,-0.020166852,0.027703842,0.008441267,-0.014165793,-0.0068877786,-0.012284182,0.007515421,0.00016688649,-0.008341217,0.011702063,-0.00083893444,-0.0034498624,0.011718448,-0.0012006401,0.016478606,-0.0033738515,-0.0052736187
C=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCSC(=O)NCC1(C)CC(NC(=O)SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS)CC(C)(C)C1,-0.015668139,0.03665613,0.017693609,-0.10483691,0.06919968,0.010977615,0.00952501,0.037582472,0.036249056,0.008771354,0.059641995,0.043669928,0.10204437,-0.11772231,-0.012265874,0.19849811,0.04378811,0.13237002,0.057641365,-0.007090574,0.23013158,0.034431994,-0.04274953,0.066915676,0.015576141,-0.021852747,-0.012039313,0.023101065,0.008905754,0.009053934,-0.10438766,-0.049405616,-0.08748283,0.016400492,0.04403729,-0.052024156,0.17243755,0.13972439,0.0020425871,-0.010272372,0.09620143,-0.09330964,-0.0377163,-0.048938148,0.043655165,0.060150437,-0.03336692,0.024358567,-0.14806978,0.031554386,0.064038664,-0.012495239,-0.16969392,0.043147348,-0.10150525,-0.0069272825,-0.011653323,0.023797356,0.15509994,-0.049844615,-0.045132723,0.03455255,-0.055205137,-0.04791739,-0.13614288,0.034405503,-0.07055529,-0.0452735,-0.059238482,0.062469434,-0.09107179,0.10085435,-0.019897899,0.06182395,0.05147914,-0.039595116,-0.0013835393,-0.13514198,0.042641636,-0.0752566,-0.09434442,-0.0061704386,-0.1434704,-0.00047024607,-0.00022310391,-0.0590602,0.0013635173,-0.10513586,-0.045778617,0.0877616,0.017174875,-0.0054031564,0.026720777,-0.013418552,-0.06583033,-0.07768613,-0.013105634,-0.03926316,-0.027308097,-0.041128792,-0.04972352,-0.026865203,0.076572895,0.037461378,-0.061414707,-0.06437121,-0.041324735,0.041490562,0.024598468,0.1072526,0.03421257,-0.1100804,0.17380723,0.025531799,-0.04214935,-0.034262046,-0.062223054,0.037140563,0.00621574,-0.046953257,0.09353798,-0.0015456984,-0.009647375,0.075639576,0.017052187,0.06256299,-0.0871948,-0.03278046
C=CCOCC(CO)(COCC=C)COCC=C,0.0005992297,-0.004659651,-0.003073953,0.012756288,-0.009163449,-0.00105455,0.0003078198,-0.0059932214,-0.0036063879,-0.004430084,-0.00790067,-0.0074089393,-0.013020776,0.016271293,0.00019548414,-0.024226101,-0.0035419967,-0.015249675,-0.008021312,0.0016811285,-0.030647635,-0.0015397605,0.008517512,-0.00877595,-0.003504929,0.004310152,0.0022228775,-0.0017361828,-0.0008528959,-0.0023995303,0.017870568,0.0068653463,0.012667682,-0.0025963134,-0.009616863,0.0053645223,-0.023349196,-0.019431474,0.0012968741,-0.00095135067,-0.010588072,0.012153479,0.0021887152,0.009213837,-0.005688359,-0.010215805,0.0053008664,0.00080068223,0.020075798,-0.007773988,-0.008153075,-0.0012423899,0.018536685,-0.0048339716,0.010901466,0.0009080046,0.0027882876,-0.0017831074,-0.020117333,0.0071463995,0.0042703655,-0.0034506246,0.0058132894,0.004764715,0.018958513,-0.0046084635,0.0058207223,0.006462523,0.004814091,-0.0059503205,0.012532989,-0.015515927,-6.090291e-05,-0.008736008,-0.009236264,0.0067240587,0.0020187097,0.01945616,-0.005189487,0.009822128,0.011324394,0.0017457753,0.01623661,0.0035419008,-0.0013751388,0.0074576368,0.0013431348,0.013141359,0.0055537913,-0.013057188,-0.0027366579,0.000721707,-0.0045605768,0.0008644243,0.007986964,0.009140721,0.0028521372,0.0051001622,0.0024395438,0.0074113486,0.009279809,0.0012722053,-0.008955721,-0.006691833,0.010321397,0.009036668,0.0037802951,-0.0091547435,-0.0071336785,-0.013859736,-0.005177129,0.014210468,-0.020079594,-0.0044821827,0.004471166,0.0045525148,0.009470723,-0.0065989653,-0.0005316315,0.007298908,-0.012487607,0.0017506117,0.0026695193,-0.009272265,-0.0026538824,-0.008260721,0.0149099305,0.0023308722
C=C(C)C(=O)OC,-0.0010444475,-0.003319934,-0.002006514,0.01111359,-0.007786391,-0.000524492,-2.4607405e-05,-0.006536344,-0.0045210593,-0.0046844357,-0.005277041,-0.008051978,-0.0119554605,0.015037846,-0.0013281214,-0.019630928,-0.005567929,-0.014373573,-0.0067250226,0.0018854495,-0.029745104,0.00036184,0.010146856,-0.006617358,-0.002931366,0.0026945234,0.001940574,-0.0020193066,-0.0007128604,-0.0029532705,0.016818875,0.003353354,0.012847107,-0.0031279584,-0.008715685,0.0054301675,-0.024707539,-0.019257989,0.0001600557,-0.00036817882,-0.0067631463,0.013413703,0.0005398914,0.0108735915,-0.0075576995,-0.008714278,0.005457796,0.0006574318,0.022538764,-0.008626898,-0.0068903365,-0.0039423276,0.019550122,-0.0061750845,0.010077778,0.0005184668,-0.000444361,-0.002378016,-0.017271606,0.0072808005,0.0024433155,-0.0019939374,0.0031236827,0.0043679085,0.017986374,-0.0013239579,0.0046691773,0.005288155,0.003499058,-0.0073158727,0.010088386,-0.016789079,0.0005318988,-0.009670023,-0.009699112,0.0039820923,0.0018761903,0.01910355,-0.0041888887,0.0084646605,0.013866223,0.005518878,0.014436318,0.005731187,-0.0013742093,0.0057657612,0.0016108882,0.012664526,0.005302925,-0.012663874,-0.0031183194,0.00068158004,-0.005666627,-0.0014498513,0.006426991,0.006446792,0.0060309363,0.006176944,0.0015272929,0.006988845,0.009023164,0.0017287312,-0.010437475,-0.00807735,0.012327612,0.0066196485,0.0027280878,-0.011052861,-0.0101002585,-0.014695338,-0.008087063,0.013331104,-0.01793096,-0.0064038485,0.0035793856,0.0042000995,0.010697922,-0.0050247004,-0.001592413,0.0077207116,-0.010516584,0.004824182,8.3405524e-05,-0.008440297,-0.0027449974,-0.0070079346,0.015479732,0.0017467402
O=C(OOC(=O)c1ccccc1)c1ccccc1,0.0026339665,-0.0028434163,-0.0024522226,0.01319517,-0.010125402,9.2710834e-05,-0.00053494796,-0.0058069867,-0.0036746305,-0.0030381172,-0.009364668,-0.008218195,-0.01458073,0.017305924,0.0028073872,-0.025520612,-0.005859225,-0.019769369,-0.007807848,0.001450723,-0.03301907,-0.002916305,0.008823372,-0.007633432,-0.0022038824,0.0038785525,0.0018258211,-0.0026876428,-0.0012545576,-0.002827961,0.018796297,0.007898562,0.01433924,-0.001898803,-0.01139345,0.006860718,-0.026671257,-0.021053351,0.0015237394,-0.00050733704,-0.011909145,0.013288662,0.0023676474,0.009070165,-0.0074294107,-0.009715534,0.004829484,-0.0010495009,0.022608357,-0.0073960125,-0.008079439,0.0003684759,0.022230241,-0.005435416,0.013754996,-0.00085048284,0.0028339466,-0.0021973038,-0.0207645,0.007832145,0.0042619742,-0.0048415726,0.0066523887,0.0054993285,0.02017133,-0.0044705644,0.009201195,0.006911613,0.005836593,-0.007967919,0.012843801,-0.015207,0.0021440089,-0.010141001,-0.010918066,0.00657989,0.0024108067,0.020809945,-0.003564003,0.011414298,0.014427782,0.0031339526,0.018181639,0.003377691,-0.0032485789,0.008575622,0.0017958926,0.014577272,0.004875122,-0.013006313,-0.0016222298,0.0009961585,-0.0039534993,-0.00034724642,0.009414918,0.010509442,0.0030219369,0.005731221,0.0019551201,0.0055248244,0.008676676,-0.0006455835,-0.011542242,-0.006082943,0.010450854,0.008570012,0.0040780585,-0.009471579,-0.007186791,-0.01639408,-0.005436709,0.015305346,-0.023391845,-0.004283584,0.006010199,0.003942325,0.009359261,-0.0047050426,-0.0005363377,0.0072299065,-0.013084553,0.0025155498,0.0020252634,-0.010432994,-0.0012486042,-0.0105715655,0.0126142595,0.0042255493
