source_candidate_tg,replace_side,original_smiles,replacement_smiles,replacement_source,replacement_label,replacement_template_family,replacement_template_intended_group,shared_groups,counterpart_groups,counterpart_compatibility_reason,feedback_constraint,tanimoto,latent_distance,latent_cosine_similarity,latent_rank,latent_search_space_rows,latent_compatible_rows,matched_groups,latent_size,vae_checkpoint
195.0074809970216,a,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,library,library_65,,,aromatic;epoxy;ether;vinyl,primary_amine,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.3877551020408163,0.05766841769218445,0.9888268113136292,1,656,108,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,a,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,library,library_118,,,aromatic;epoxy;ether;vinyl,primary_amine,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.30357142857142855,0.06245143339037895,0.9874006509780884,2,656,108,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,a,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,c1ccc(C(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)cc1,generated,generated_diepoxy_bpf,,,aromatic;epoxy;ether;vinyl,primary_amine,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.3333333333333333,0.07400975376367569,0.9941663146018982,3,656,108,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,a,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,generated,generated_dianhydride_btda,,,aromatic;epoxy;ether;vinyl,primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.11764705882352941,0.08613244444131851,0.9937081933021545,4,656,108,aromatic;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,a,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,COc1cc(CO)cc(-c2cc(CO)cc(OC)c2OCC2CO2)c1OCC1CO1,library,library_115,,,aromatic;epoxy;ether;vinyl,primary_amine,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.40816326530612246,0.08738211542367935,0.9784225225448608,5,656,108,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,b,CC1(C)CC(CN)CC(C)(N)C1,CC1(C)CC(N)CC(C)(CN)C1,library,library_114,,,primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.375,0.005642812233418226,0.9999881982803345,1,146,146,primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,b,CC1(C)CC(CN)CC(C)(N)C1,CC1(C)CC(N)CC(C)(C)C1CN,library,library_129,,,primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.3225806451612903,0.012455807067453861,0.9999551773071289,2,146,146,primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,b,CC1(C)CC(CN)CC(C)(N)C1,CC1(C)CC(CN)CC(CN)C1,library,library_119,,,primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.5384615384615384,0.03264769911766052,0.9998571872711182,3,146,146,primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,b,CC1(C)CC(CN)CC(C)(N)C1,CC(C)P(=O)(O)C1=CCC(N)C1,chembl,chembl_scan_299,,,primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.08695652173913043,0.03691790997982025,0.9997308850288391,4,146,146,primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.0074809970216,b,CC1(C)CC(CN)CC(C)(N)C1,CC(C)(c1occc1CN)c1occc1CN,library,library_134,,,primary_amine,aromatic;epoxy;ether;vinyl,环氧-伯胺开环固化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.0975609756097561,0.0425068736076355,0.99929279088974,5,146,146,primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,a,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,O=c1cc(-c2ccc(OCC3CO3)cc2)oc2cc(OCC3CO3)ccc12,library,library_118,,,aromatic;epoxy;ether,ether;hydroxyl,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.30357142857142855,0.024900183081626892,0.9978113174438477,1,641,77,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,a,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,library,library_101,,,aromatic;epoxy;ether,ether;hydroxyl,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.3877551020408163,0.05766841769218445,0.9888268113136292,2,641,77,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,a,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,library,library_143,,,aromatic;epoxy;ether,ether;hydroxyl,酸酐-羟基酯化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.12,0.09082694351673126,0.9932869672775269,3,641,77,aromatic;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,a,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,O=C1OC(=O)c2cc(Cc3ccc4c(c3)C(=O)OC4=O)ccc21,literature_template,template_dianhydride_methylene_bisphenyl,anhydride,anhydride,aromatic;epoxy;ether,ether;hydroxyl,酸酐-羟基酯化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.12,0.0909530520439148,0.991907000541687,4,641,77,aromatic;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,a,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,c1ccc(C(c2ccc(OCC3CO3)cc2)c2ccc(OCC3CO3)cc2)cc1,generated,generated_diepoxy_bpf,,,aromatic;epoxy;ether,ether;hydroxyl,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.30612244897959184,0.10287263244390488,0.9853600859642029,5,641,77,aromatic;epoxy;ether,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,b,OCCOCCO,OCCCCO,library,library_100,,,ether;hydroxyl,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.3076923076923077,0.01193018164485693,0.9999554753303528,1,525,364,hydroxyl,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,b,OCCOCCO,OCCCCCCO,library,library_229,,,ether;hydroxyl,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.2857142857142857,0.01246986910700798,0.99994957447052,2,525,364,hydroxyl,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,b,OCCOCCO,C=CCCO,library,library_87,,,ether;hydroxyl,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.2222222222222222,0.012523917481303215,0.9999521374702454,3,525,364,hydroxyl,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,b,OCCOCCO,CC(CO)CO,library,library_86,,,ether;hydroxyl,aromatic;epoxy;ether,环氧-羟基醚化，常需催化剂。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.17647058823529413,0.01602848805487156,0.9999166131019592,4,525,364,hydroxyl,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.01964735721148,b,OCCOCCO,O=C(O)CS,literature_template,template_thiol_acid,thiol,thiol,ether;hydroxyl,aromatic;epoxy;ether,环氧-羧酸开环酯化。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.1111111111111111,0.017510734498500824,0.9999016523361206,5,525,364,hydroxyl,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.02246564460987,a,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1,library,library_151,,,aromatic;ether;primary_amine,aromatic;cyanate_ester;ether;nitrile,氰酸酯-胺共反应。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.32,0.06779678910970688,0.9969097375869751,1,672,220,aromatic;primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.02246564460987,a,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,Oc1ccc(/N=C(/Cc2ccc(Cl)cc2)c2ccc(O)c(O)c2O)cc1,chembl,chembl_scan_19,,,aromatic;ether;primary_amine,aromatic;cyanate_ester;ether;nitrile,氰酸酯-酚共固化/催化三聚。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.0625,0.07575271278619766,0.9965035319328308,2,672,220,aromatic,512,artifacts/reproduce/vae/finetuned_latent_512.pt
195.02246564460987,a,Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,Nc1ccc(C(c2ccc(N)cc2)(C(F)(F)F)C(F)(F)F)cc1,generated,generated_diamine_fluorinated_core,,,aromatic;ether;primary_amine,aromatic;cyanate_ester;ether;nitrile,氰酸酯-胺共反应。,vae_latent_neighborhood_preserve_complementary_reactive_pair,0.2962962962962963,0.08450563997030258,0.9900529384613037,3,672,220,aromatic;primary_amine,512,artifacts/reproduce/vae/finetuned_latent_512.pt
