MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),PCP training dataset (%),PCP test dataset (%),R2 training,R2 test,ML method,model_family,architecture,global_features,global_feature_dim,hidden,epochs,batch_size,test_size,seed,n_graphs,n_train,n_test,final_train_loss
10.25786565634303,11.051218783853365,41.26070160865784,47.19222120940685,54.67346902151905,63.44704833840242,24.736842105263158,26.47058823529412,0.5455770196206111,0.5650953622281176,SmallMoleculeGraphMPNN,gnn,mpnn,False,0,64,5,32,0.15,42,448,380,68,3193.8504231770835
