MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),PCP training dataset (%),PCP test dataset (%),R2 training,R2 test,ML method,model_family,architecture,hidden,epochs,batch_size,test_size,seed,n_graphs,n_train,n_test,final_train_loss
13.766677980356956,15.220211154825385,51.57907312041835,60.43924613822909,62.83833726902575,71.86173953261358,20.526315789473685,19.11764705882353,0.3997165164370041,0.44208678944793145,SmallMoleculeGraphGIN,gnn,gin,64,5,32,0.15,42,448,380,68,4536.531026204427
