label,output_dir,external_rows,external_mean_reward,external_best_distance_c,history_rows,total_authority_weight,posterior_entropy,map_principle,map_principle_posterior,best_selected_target_distance_c,selected_rows,all_selected_within_target_guard,all_selected_pass
original_replacement,artifacts/pievo_faithful_replacement_195_smoke,10,0.7148151001324632,0.3732434861057641,14,14.0,2.4869334798070555,long_aliphatic_penalty,0.47485141543310927,0.005546302352854582,4,True,True
feedback_guided_replacement,artifacts/pievo_faithful_feedback_replacement_195_smoke,11,0.7185098623461168,0.3732434861057641,15,15.0,1.435810384632386,long_aliphatic_penalty,0.7454349182830999,0.005546302352854582,4,True,True
