MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),PCP training dataset (%),PCP test dataset (%),R2 training,R2 test,ML method,model_family,architecture,global_features,global_feature_dim,hidden,epochs,batch_size,test_size,seed,n_graphs,n_train,n_test,final_train_loss,case,output_dir
10.25786565634303,11.051218783853365,41.26070160865784,47.19222120940685,54.67346902151905,63.44704833840242,24.736842105263158,26.47058823529412,0.5455770196206111,0.5650953622281176,SmallMoleculeGraphMPNN,gnn,mpnn,False,0,64,5,32,0.15,42,448,380,68,3193.8504231770835,mpnn_baseline,artifacts/trail/gnn_global_feature_smoke/mpnn_baseline
10.731949454260043,11.612545035282947,41.857561721299824,47.90016462084125,53.71811986600411,61.44154480756102,23.157894736842106,20.588235294117645,0.5613191944398142,0.5921547145681341,SmallMoleculeGraphMPNN,gnn,mpnn,True,31,64,5,32,0.15,42,448,380,68,3166.835235595703,mpnn_global,artifacts/trail/gnn_global_feature_smoke/mpnn_global
