smiles_a,smiles_b,groups_a,groups_b,compatibility_reason,ratio_a,ratio_b,predicted_tg,target_distance,in_target_range,candidate_smiles,candidate_ratios,candidate_components,pred_gaussianprocess_rbf_tg_c,sigma_gaussianprocess_rbf_tg_c,pred_nusvr_rbf_tg_c,pred_xgboost_hist_depth3_tg_c,pred_extratrees_300_tg_c,pred_extratrees_600_tg_c,pred_gradientboosting_squared_tg_c,ensemble_mean_tg_c,ensemble_std_tg_c,ensemble_min_tg_c,ensemble_max_tg_c,ensemble_range_tg_c,ensemble_model_count,best_model_predicted_tg_c,best_model_delta_c,gpr_sigma_tg_c,ensemble_target_distance_c,disagreement_bucket,ensemble_near_target,ensemble_near_target_low_disagreement,ensemble_near_target_high_disagreement
COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.65,0.35,207.91726074058676,12.917260740586729,False,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.65000:0.35000,2,208.05331107143724,40.341222056127954,191.80012838294454,194.64833,194.23581370956373,195.7131409313498,195.58670792746452,196.6729054518727,5.250347298975949,191.80012838294454,208.05331107143724,16.2531826884927,6,207.91726074058676,-11.244355288714047,40.341222056127954,1.6729054518727082,low_disagreement,True,True,False
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,CC1(C)CC(CN)CC(CN)C1,aromatic;epoxy;ether;vinyl,primary_amine,环氧-伯胺开环固化。,0.95,0.05,203.49220090540385,8.49220090540382,False,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|CC1(C)CC(CN)CC(CN)C1,0.95000:0.05000,2,203.97551530680298,59.023331771698395,175.45328254568935,193.95285,193.74494490344318,191.61142829193957,201.16899109971692,193.31783541489816,9.109212618957104,175.45328254568935,203.97551530680298,28.522232761113628,6,203.49220090540385,-10.174365490505693,59.023331771698395,1.6821645851018445,low_disagreement,True,True,False
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.35,0.65,199.2493830406263,4.249383040626299,True,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1|COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,0.35000:0.65000,2,199.24871056243356,49.134186126823884,183.34776950173716,192.32632,197.3345105540566,198.22118755877,188.7081213807354,193.19777067010386,5.728584757393208,183.34776950173716,199.24871056243356,15.900941060696397,6,199.2493830406263,-6.0516123705224345,49.134186126823884,1.8022293298961358,low_disagreement,True,True,False
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1,Nc1ccc(-c2ccc(N)cc2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.6,0.4,192.68354352863653,2.316456471363466,True,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1|Nc1ccc(-c2ccc(N)cc2)cc1,0.60000:0.40000,2,192.35930510578729,26.4747990141723,192.89212187544825,201.29279,197.979373994374,195.72677052344343,178.36876976754496,193.10318781852152,7.2506422245032605,178.36876976754496,201.29278564453125,22.92401587698629,6,192.68354352863653,0.41964428988498526,26.4747990141723,1.8968121814784809,low_disagreement,True,True,False
CC1(C)CC(N)CC(C)(CN)C1,COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.5,0.5,200.42124034069545,5.421240340695448,False,CC1(C)CC(N)CC(C)(CN)C1|COc1cc(COCC2CO2)cc(-c2cc(COCC3CO3)cc(OC)c2OCC2CO2)c1OCC1CO1,0.50000:0.50000,2,200.22567307263105,4.486197636718312,203.23685800750724,184.81267,198.96633837290008,198.75343836453266,195.64079139314762,196.93929450956637,5.86800362680447,184.8126678466797,203.23685800750724,18.42419016082755,6,200.42124034069545,-3.4819458311290816,4.486197636718312,1.9392945095663663,low_disagreement,True,True,False
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,aromatic;epoxy;ether;vinyl,aromatic;carboxylic_acid;hydroxyl,环氧-羧酸开环酯化。,0.85,0.15,204.92308253699213,9.923082536992126,False,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.85000:0.15000,2,205.38311751547351,42.85064521769513,179.33140039849957,203.64893,197.27363033001774,194.35474067690106,201.801174681327,196.96549823057816,8.725257319347422,179.33140039849957,205.38311751547351,26.051717116973947,6,204.92308253699213,-7.957584306413963,42.85064521769513,1.965498230578163,low_disagreement,True,True,False
COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ether,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.4,0.6,189.60436772612297,5.395632273877027,False,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.40000:0.60000,2,189.8030653022306,58.25599247787916,182.96485439031522,196.7704,193.75753177890115,190.974635517738,203.3726640277283,192.94052533631495,6.290036484764376,182.96485439031522,203.3726640277283,20.407809637413067,6,189.60436772612297,3.336157610191975,58.25599247787916,2.0594746636850516,low_disagreement,True,True,False
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,aromatic;epoxy;ether,aromatic;carboxylic_acid;hydroxyl,环氧-羧酸开环酯化。,0.4,0.6,194.0643566025231,0.9356433974768948,True,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1|O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.40000:0.60000,2,194.46611771060356,56.14920353260761,201.40991626365152,197.46794,184.4048853533935,184.01542147090456,195.59271304298204,192.8928325209525,6.507567272894717,184.01542147090456,201.40991626365152,17.39449479274697,6,194.0643566025231,-1.1715240815705954,56.14920353260761,2.10716747904749,low_disagreement,True,True,False
COc1cc(COCC2CO2)ccc1OCC1CO1,O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;epoxy;ether,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.2,0.8,194.89248093238396,0.1075190676160673,True,COc1cc(COCC2CO2)ccc1OCC1CO1|O=C1OC(=O)c2cc(Oc3ccc4c(c3)C(=O)OC4=O)ccc21,0.20000:0.80000,2,195.03252747927473,55.01212470017187,188.68659376924438,206.61748,199.93746459652647,201.7175084241005,190.81793291412083,197.1349174333765,6.2512913906164576,188.68659376924438,206.6174774169922,17.930883647747805,6,194.89248093238396,2.2424365009925395,55.01212470017187,2.1349174333765006,low_disagreement,True,True,False
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,CC1(C)CC(CN)CC(C)(N)C1,anhydride;aromatic;ester;ether,primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.6,0.4,189.44347836252828,5.556521637471718,False,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|CC1(C)CC(CN)CC(C)(N)C1,0.60000:0.40000,2,189.32565663576915,68.76698929199952,186.7453926062218,198.70207,199.1978623916547,196.88996287417035,186.2618102970548,192.85379282473755,5.53706887217827,186.2618102970548,199.1978623916547,12.936052094599887,6,189.44347836252828,3.4103144622092714,68.76698929199952,2.1462071752624468,low_disagreement,True,True,False
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,Oc1ccc(Oc2ccc(O)cc2)cc1,aromatic;epoxy;ether;vinyl,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.85,0.15,191.3359984252208,3.6640015747792063,True,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|Oc1ccc(Oc2ccc(O)cc2)cc1,0.85000:0.15000,2,191.64850638792333,37.00742408576934,178.16644873006274,196.54623,201.32829626046646,196.79369981716118,192.3802287563224,192.81056901379927,7.284207157501008,178.16644873006274,201.32829626046646,23.16184753040372,6,191.3359984252208,1.474570588578473,37.00742408576934,2.1894309862007333,low_disagreement,True,True,False
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1,aromatic;primary_amine,aromatic;epoxy;ester;ether,环氧-伯胺开环固化。,0.65,0.35,192.96496272750105,2.0350372724989825,True,Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1|COc1ccc(OCC2CO2)c(CCC(=O)OC2CC3OCC(OC(=O)CCc4ccc(OCC5CO5)c(OC)c4)C2O3)c1,0.65000:0.35000,2,192.99025635623553,76.80280485858356,207.93361104474366,200.18579,191.35096576138736,190.17805547042414,200.82391382867087,197.24376557951442,6.304594369424559,190.17805547042414,207.93361104474366,17.755555574319516,6,192.96496272750105,4.278802852013371,76.80280485858356,2.2437655795144167,low_disagreement,True,True,False
c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ether,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.45,0.55,203.08316954007643,8.083169540076454,False,c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.45000:0.55000,2,203.30599540992134,55.192775123397425,187.30782660855326,197.30417,198.81533247071567,195.61133285944103,201.24451896064042,197.2648625017406,5.1090634905586985,187.30782660855326,203.30599540992134,15.998168801368081,6,203.08316954007643,-5.818307038335831,55.192775123397425,2.264862501740595,low_disagreement,True,True,False
COc1cc(CC2CO2)ccc1OCc1ccc(COc2ccc(CC3CO3)cc2OC)cc1,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.55,0.4499999999999999,200.7110520479742,5.711052047974192,False,COc1cc(CC2CO2)ccc1OCc1ccc(COc2ccc(CC3CO3)cc2OC)cc1|Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,0.55000:0.45000,2,200.93634280564797,39.498918001028954,192.70388137626696,206.89888,190.11841891724634,188.21374582011842,204.9186492863537,197.29831970175272,7.287714715297449,188.21374582011842,206.8988800048828,18.685134184764394,6,200.7110520479742,-3.4127323462214747,39.498918001028954,2.2983197017527175,low_disagreement,True,True,False
O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1,C=CCOc1ccc(SSc2ccc(OCC=C)cc2)cc1,aromatic;imide;maleimide;vinyl,aromatic;ether;vinyl,马来酰亚胺与烯基共聚/加成。,0.55,0.4499999999999999,188.9310778581592,6.0689221418408295,False,O=C1C=CC(=O)N1c1ccc(Cc2ccc(N3C(=O)C=CC3=O)cc2)cc1|C=CCOc1ccc(SSc2ccc(OCC=C)cc2)cc1,0.55000:0.45000,2,189.29086716391947,11.258026783166223,195.56490952408342,199.10976,188.7299009738537,189.8504240440417,193.53793512203472,192.68063221627656,3.774840510650145,188.7299009738537,199.10975646972656,10.379855495872874,6,188.9310778581592,3.749554358117365,11.258026783166223,2.319367783723436,low_disagreement,True,True,False
Nc1ccc(Oc2ccc(N)cc2)cc1,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,aromatic;ether;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.35,0.65,196.38684206053543,1.3868420605354288,True,Nc1ccc(Oc2ccc(N)cc2)cc1|COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,0.35000:0.65000,2,196.29337714466604,12.377238555415408,203.65994486694817,186.89098,192.53336825321063,192.1419550908482,184.48268479807754,192.6670510176498,6.253458333243244,184.48268479807754,203.65994486694817,19.177260068870623,6,196.38684206053543,-3.7197910428856176,12.377238555415408,2.3329489823501888,low_disagreement,True,True,False
COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.65,0.35,198.5605190834001,3.560519083400095,True,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1|Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,0.65000:0.35000,2,198.49114277046726,48.79029638328958,194.00046099781866,196.22716,202.26599740503795,202.5476344733408,191.12753251118613,197.44332095843734,4.155953097017057,191.12753251118613,202.5476344733408,11.42010196215466,6,198.5605190834001,-1.117198124962755,48.79029638328958,2.44332095843734,low_disagreement,True,True,False
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,aromatic;primary_amine,aromatic;epoxy;ether,环氧-伯胺开环固化。,0.35,0.65,198.6929654201023,3.692965420102297,True,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1|COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,0.35000:0.65000,2,198.72190336116006,54.30056042955512,197.02619275373794,186.28918,194.57144429024814,195.1584878811604,183.29943788718512,192.51110845730068,5.683026961164716,183.29943788718512,198.72190336116006,15.422465473974938,6,198.6929654201023,-6.181856962801618,54.30056042955512,2.488891542699321,low_disagreement,True,True,False
COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;cyanate_ester;ether;nitrile,氰酸酯-酚共固化/催化三聚。,0.35,0.65,185.7321879448916,9.267812055108436,False,COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,0.35000:0.65000,2,185.93749143395655,71.68766052187728,203.5282266472317,196.63307,187.15823840877968,186.06119160242355,195.08973436803421,192.40132572663995,6.562666631403317,185.93749143395655,203.5282266472317,17.59073521327514,6,185.7321879448916,6.669137781748361,71.68766052187728,2.5986742733600465,low_disagreement,True,True,False
COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1,Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.7,0.3,191.40574001632376,3.5942599836762383,True,COc1cc(CC2CO2)ccc1Oc1nc(Oc2ccc(CC3CO3)cc2OC)nc(Oc2ccc(CC3CO3)cc2OC)n1|Nc1ccc(-c2ccc(N)c(N)c2)c(N)c1,0.70000:0.30000,2,191.3702688666696,72.229272455119,183.29799786254958,191.77832,200.4588640674818,199.40213133243572,187.82149401093227,192.35484607542813,6.044541502274085,183.29799786254958,200.4588640674818,17.160866204932233,6,191.40574001632376,0.9491060591043663,72.229272455119,2.645153924571872,low_disagreement,True,True,False
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.6,0.4,205.96626992969905,10.966269929699024,False,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1|CC(C)(c1ccc(N)cc1)c1ccc(C(C)(C)c2ccc(N)cc2)cc1,0.60000:0.40000,2,206.23513742038887,54.15616942728655,179.66795660076738,198.9261,187.3195938232481,186.83025050391046,195.09713025684812,192.34602838162223,8.75781203780536,179.66795660076738,206.23513742038887,26.567180819621484,6,205.96626992969905,-13.62024154807682,54.15616942728655,2.653971618377767,low_disagreement,True,True,False
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,CC1(C)CC(N)CC(C)(CN)C1,anhydride;aromatic;ester;ether,primary_amine,酸酐-胺形成聚酰胺酸/聚酰亚胺前体。,0.65,0.35,179.14148232865645,15.858517671343549,False,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1|CC1(C)CC(N)CC(C)(CN)C1,0.65000:0.35000,2,178.90958761092597,77.67773984882398,186.8956675917553,201.70392,200.6286024932878,198.77743294967678,186.5715646589205,192.24779562693297,8.573846004575454,178.90958761092597,201.70391845703125,22.794330846105282,6,179.14148232865645,13.106313298276518,77.67773984882398,2.7522043730670305,low_disagreement,True,True,False
COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;cyanate_ester;ether;nitrile,氰酸酯-酚共固化/催化三聚。,0.55,0.4499999999999999,194.29463449312564,0.7053655068743581,True,COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,0.55000:0.45000,2,194.32012985237628,92.98741500497135,199.54986883708438,203.11772,192.55591149090742,189.97315834152477,207.04453876950598,197.76022147483602,6.023033807368485,189.97315834152477,207.04453876950598,17.07138042798121,6,194.29463449312564,3.4655869817103735,92.98741500497135,2.7602214748360154,low_disagreement,True,True,False
COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;carboxylic_acid;hydroxyl,环氧-羧酸开环酯化。,0.6,0.4,192.86129491958852,2.138705080411455,True,COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.60000:0.40000,2,192.9221714725009,94.93107503690709,209.45063252256102,199.17216,182.96534490807835,183.03057193455624,185.60046347623302,192.1902248718203,9.657704285678886,182.96534490807835,209.45063252256102,26.485287614482672,6,192.86129491958852,-0.671070047768211,94.93107503690709,2.8097751281796945,low_disagreement,True,True,False
CC(C)(COCC1CO1)COCC1CO1,O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,epoxy;ether,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.5,0.5,193.8444186631656,1.155581336834416,True,CC(C)(COCC1CO1)COCC1CO1|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.50000:0.50000,2,194.14007641263672,70.19114031532374,185.51987556567903,206.2139,194.8236639780778,194.8866643277742,212.21426804672524,197.96640767266186,8.755391162739283,185.51987556567903,212.21426804672524,26.694392481046208,6,193.8444186631656,4.121989009496247,70.19114031532374,2.966407672661859,low_disagreement,True,True,False
c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,aromatic;epoxy;ether,anhydride;aromatic;ester;ether,环氧-酸酐固化，常需催化剂。,0.45,0.55,194.1395223264614,0.860477673538611,True,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1|O=C1OC(=O)c2cc(-c3ccc4c(c3)C(=O)OC4=O)ccc21,0.45000:0.55000,2,194.2970625939374,52.98833168160749,187.2467697983905,198.21756,189.12375346595067,193.31852301715418,189.7173216885207,191.98683172973446,3.6911746296923087,187.2467697983905,198.21755981445312,10.970790016062637,6,194.1395223264614,-2.152690596726927,52.98833168160749,3.0131682702655382,low_disagreement,True,True,False
C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1,CC(C)(O)C(=O)c1ccc(OCCO)cc1,aromatic;epoxy;ether;vinyl,aromatic;ether;hydroxyl,环氧-羟基醚化，常需催化剂。,0.9,0.0999999999999999,198.97614983685747,3.9761498368574735,True,C=CCc1ccc(OCC2CO2)c(-c2cc(CC=C)ccc2OCC2CO2)c1|CC(C)(O)C(=O)c1ccc(OCCO)cc1,0.90000:0.10000,2,199.44737293650294,50.034174479842925,176.40077081609357,191.61577,194.9049577026588,192.38603451167305,196.92221965873068,191.94618734304603,7.435787585944427,176.40077081609357,199.44737293650294,23.046602120409375,6,198.97614983685747,-7.029962493811439,50.034174479842925,3.0538126569539656,low_disagreement,True,True,False
COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1,CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,aromatic;epoxy;ether;hydroxyl;phenol,aromatic;cyanate_ester;ether;nitrile,氰酸酯-酚共固化/催化三聚。,0.4,0.6,182.0904703192134,12.90952968078659,False,COc1cc(C(c2cc(C)c(OCC3CO3)c(O)c2)c2cc(C)c(OCC3CO3)c(O)c2)ccc1OCC1CO1|CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,0.40000:0.60000,2,182.2339796920822,77.83405352960116,198.98476366940594,199.00063,187.2012715953884,186.682108151097,196.80089718040443,191.81727431645493,6.674914291716097,182.2339796920822,199.00062561035156,16.766645918269376,6,182.0904703192134,9.726803997241518,77.83405352960116,3.1827256835450726,low_disagreement,True,True,False
C1OC1COC1COC2C(OCC3CO3)COC12,O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,epoxy;ether,aromatic;ether;hydroxyl;phenol,环氧-羟基醚化，常需催化剂。,0.45,0.55,197.71078902214015,2.710789022140176,True,C1OC1COC1COC2C(OCC3CO3)COC12|O=c1cc(-c2ccc3c(c2)CN(Cc2ccco2)CO3)c2c3c(c(O)cc2o1)CN(Cc1ccco1)CO3,0.45000:0.55000,2,197.87495017415185,80.86481183893937,174.93742138984476,197.14969,194.09599861571692,192.54859854063065,194.10778189562643,191.78573988944564,7.757011806554789,174.93742138984476,197.87495017415185,22.93752878430709,6,197.71078902214015,-5.925049132694511,80.86481183893937,3.2142601105543633,low_disagreement,True,True,False
COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1,Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,aromatic;epoxy;ester;ether,aromatic;ether;primary_amine,环氧-伯胺开环固化。,0.4,0.6,197.5204814337432,2.520481433743157,True,COc1cc(CC2CO2)ccc1OC(=O)c1ccc(C(=O)Oc2ccc(CC3CO3)cc2OC)cc1|Nc1cccc(Oc2cccc(Oc3cccc(N)c3)c2)c1,0.40000:0.60000,2,197.73000485981518,55.45618477861821,186.01257879485013,212.98703,195.01823887655817,194.2332757738304,203.3120021068544,198.21552174020087,8.360622116784123,186.01257879485013,212.98703002929688,26.974451234446747,6,197.5204814337432,0.6950403064576562,55.45618477861821,3.2155217402008702,low_disagreement,True,True,False
Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1,CC(C)(c1occc1CN)c1occc1CN,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.45,0.55,208.82718138435928,13.827181384359278,False,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1|CC(C)(c1occc1CN)c1occc1CN,0.45000:0.55000,2,209.06836420183055,52.219075963549265,187.85182551393152,194.22708,184.87139869393118,184.8325818948256,189.3909075583148,191.70702652694362,8.386273514040948,184.8325818948256,209.06836420183055,24.23578230700494,6,208.82718138435928,-17.120154857415656,52.219075963549265,3.292973473056378,low_disagreement,True,True,False
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.6,0.4,205.507326382959,10.507326382959008,False,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.60000:0.40000,2,205.7501183769838,51.11576016215703,192.48568862511823,203.70117,192.18932440487805,191.9386313526611,203.84440805779815,198.31822378207323,6.151273223062393,191.9386313526611,205.7501183769838,13.811487024322702,6,205.507326382959,-7.189102600885775,51.11576016215703,3.3182237820732325,low_disagreement,True,True,False
COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1,Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,aromatic;epoxy;ether,aromatic;primary_amine,环氧-伯胺开环固化。,0.7,0.3,189.6002975483624,5.399702451637609,False,COc1cc(/C=N/c2ccc(OCC3CO3)cc2)ccc1OCC1CO1|Nc1ccc(-c2nc3ccc(N)cc3[nH]2)cc1,0.70000:0.30000,2,189.73921125987502,39.783946794634524,183.09729464513802,193.59346,190.99708704241507,193.33256749606352,199.29919758966804,191.6764696860279,4.87066505041188,183.09729464513802,199.29919758966804,16.20190294453002,6,189.6002975483624,2.076172137665509,39.783946794634524,3.3235303139720997,low_disagreement,True,True,False
