smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32,z_33,z_34,z_35,z_36,z_37,z_38,z_39,z_40,z_41,z_42,z_43,z_44,z_45,z_46,z_47,z_48,z_49,z_50,z_51,z_52,z_53,z_54,z_55,z_56,z_57,z_58,z_59,z_60,z_61,z_62,z_63
C=CC(=O)OCCOCCOC(=O)C=C,0.0010462431,0.0065781847,-0.0023124553,0.0019869003,0.00307451,0.0005403578,-0.0037485575,-0.0020053491,-0.0008233283,-0.0006902935,-0.0021548085,-0.0009986896,0.005708711,-0.004023265,-0.0008115247,-0.0009863544,0.0030352613,0.0051560514,9.336788e-05,0.0026449817,0.0040240623,0.0028465241,0.0006258085,0.006063401,0.0023597572,-0.002222275,0.00088162,0.0023387466,-0.0031903815,0.00064004306,0.0020638646,0.00086549344,0.00049377093,-0.0009208764,0.00025869836,0.0041515827,0.0012507886,0.003951419,-0.0038308399,-0.0005639298,-0.002406247,-0.0001657391,-0.0021473905,-0.0011213832,-0.0034547471,0.0037416024,-0.00021404214,0.0005581826,-0.002123335,0.012033179,0.0038932832,0.003939605,-0.0012011784,-0.00125637,-0.00096824486,0.0032510837,0.0023378078,-0.0004819543,-0.0004050862,-0.0014096489,0.0015239278,-0.0038041277,0.004340779,-0.0064108307
C=CC(=O)OC(C)(C)C,0.0008567134,0.0068660453,-0.0015111994,0.0013451069,0.0027809571,0.0003563161,-0.003957076,-0.0014853692,-0.0017640321,-0.0018691802,-0.0028439872,-0.0006448248,0.0056753047,-0.0031778365,-0.0015075766,-0.0011235233,0.0029490758,0.005552901,-3.981497e-05,0.0023743575,0.0045499224,0.0022165235,0.00012219488,0.005911465,0.0019130576,-0.0022312473,0.0009021389,0.0025313008,-0.003009377,0.0009143101,0.0021027396,0.00079708593,0.001113656,-0.0015160642,0.0011565398,0.003850041,0.0012816135,0.0028271312,-0.003832586,-0.0011453731,-0.0015290277,0.0004847506,-0.0029642805,-0.0013851672,-0.0037165498,0.0037822751,2.6747584e-05,0.0014456008,-0.0020599116,0.01223814,0.0045009926,0.0049188514,-0.0016757105,-0.0008828491,-0.0006871568,0.0031721587,0.0027485453,-0.0010067467,-0.0017331485,-0.0012277113,0.0011814353,-0.0031107021,0.004431961,-0.0071345763
COC(OC)(C(=O)c1ccccc1)c1ccccc1,-0.0017069187,0.0041145803,-0.0018103356,0.0019084252,0.002307294,0.000677102,-0.0045725135,-0.0022924382,-0.0027265288,-0.0036022859,-0.004377641,-0.00076485024,0.0040891953,-0.0031535663,-0.0022978391,0.000108348206,0.0023688506,0.0051031765,4.210882e-05,0.0017562625,0.002781814,0.0003273394,-2.7518021e-05,0.003588302,0.0018427577,-0.0021710382,-0.0006011548,0.0038978262,-0.0026406925,0.00031358283,0.00090985,0.0038543856,0.00048058107,-0.00027742796,0.00013269647,0.0044157356,0.0007416047,0.0026536845,-0.0039932234,-0.0019901907,8.7610446e-05,0.00023958343,-0.0018875618,-0.0014818907,-0.0021666205,0.0034994297,-0.00070100464,0.0020548701,-0.0019623663,0.0116878385,0.0030743722,0.006496453,-0.0009886604,0.00045759324,-0.000255147,0.004129822,0.0024131704,-0.0011747596,-0.001877455,-0.0013140691,0.0027252347,-0.002445125,0.0021892376,-0.007677001
C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,0.0020520212,0.0065130107,-0.0018724687,0.0013447399,0.0030181296,0.0012250755,-0.003918466,-0.0016128838,-0.0013123313,-0.0008882787,-0.0016411189,-0.00083134795,0.0048910417,-0.0025593918,0.00040546618,-0.00012696907,0.0025135633,0.0047721155,0.00035091676,0.0032619815,0.0044234972,0.0024456326,0.0009150754,0.006771762,0.0026838295,-0.0025234502,0.0013092409,0.002310881,-0.002759045,0.000351632,0.002109419,0.0013638167,0.0003494611,-0.00050946325,-0.00037420285,0.0033559743,0.00065547414,0.0039004255,-0.0038335472,0.0007526353,-0.0019940687,-0.00061530015,-0.0025785547,-0.0011706669,-0.0031814228,0.0037979838,0.0004955912,-0.000585787,-0.0021341576,0.012396084,0.0033022705,0.0036941175,-4.5888126e-05,-0.00016782712,-0.00043893233,0.0034390506,0.002538424,-0.0005074972,0.00044654496,-0.0014413288,0.0020483378,-0.0026445277,0.0047071995,-0.007240693
C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,0.0018637171,0.006786162,-0.0021214923,0.0021883254,0.002182614,0.0010065085,-0.0036645299,-0.0023072425,-0.00046922825,-0.00030959398,-0.001079144,-0.0010853787,0.005668197,-0.002955759,-7.95722e-06,-3.4008175e-05,0.0032700282,0.0038309079,0.00017024111,0.00282483,0.0039615724,0.0030963812,0.0009618832,0.0068198917,0.0023449045,-0.0025912952,0.0010785342,0.0023089969,-0.0034436658,0.0010544639,0.0023584256,0.0016489811,0.00058826245,-0.0008362611,-0.00093519455,0.0041235797,0.0012958944,0.003906168,-0.00394422,0.00028057955,-0.0028307457,-0.00053138845,-0.0021714717,-0.0010766368,-0.003292344,0.0035490189,0.00030950736,-0.0005410481,-0.0018391213,0.011950507,0.0036722263,0.0035799365,-0.00025581568,-0.0012672106,-0.00074515585,0.003508831,0.00264588,7.231394e-05,0.0007331949,-0.0013886252,0.0016661715,-0.0032667099,0.0044207005,-0.0070610046
C=CC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C=C,0.0023544664,0.005665308,-0.0016462831,0.0030175764,-0.00061862357,0.00078679714,-0.0022125915,-0.004846347,-0.0023785643,0.00096917525,0.0009701364,-0.00058423454,0.0068307947,-0.0023035575,-0.00024152547,0.0010149386,0.0028580474,0.0025554094,0.0014882218,0.0027984309,0.0019241171,0.0048141293,0.0008420537,0.006916674,0.0011554323,-0.0018523997,0.0004963343,0.0017168447,-0.001954658,0.0024047177,0.0033290875,0.0019499678,0.0007205461,-0.00010632211,-0.0027382902,0.0052288175,0.0013010222,0.003530778,-0.0035123657,-0.00091827195,-0.004808861,-0.0011478411,-0.0029294519,-0.0011475291,-0.00056953775,0.0023627644,0.0015721312,-0.0011956766,-0.0012492863,0.010857244,0.0041211396,0.0042686523,0.0008964874,-0.00273374,-0.00011077151,0.002170633,0.0026372615,0.0016477196,0.001935184,-0.0013209628,0.000982584,-0.0023423564,0.0017115325,-0.008373437
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,0.0025931904,0.0060195196,-0.001988506,0.00125437,0.0018253308,0.0012137205,-0.0035795001,-0.0024208094,-0.0015122872,-0.00040884316,-0.0010282043,-0.001091792,0.0059166364,-0.002124507,0.00016327016,0.0007712785,0.0024932744,0.0038127266,0.000588526,0.0030453624,0.0036363704,0.0026082583,0.0012990313,0.0068208333,0.0024364907,-0.0025111032,0.0009877526,0.0024389597,-0.0032013152,0.0018828157,0.002448818,0.002633892,1.71992e-05,-4.0412415e-05,-0.0012529097,0.0034876522,0.00063301437,0.004240172,-0.004036041,0.00041699782,-0.0026481496,-0.00086886645,-0.002527983,-0.0010278486,-0.0028186636,0.00400374,0.00093246065,-0.0016124081,-0.0013967063,0.011538337,0.0039005764,0.0040965113,0.00083668646,-0.001064986,-0.00022166502,0.0027951277,0.0027401727,-0.00047528278,0.0013141744,-0.0020044846,0.0020024078,-0.0031309295,0.0042815264,-0.0074655013
C=C(C)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C(=C)C,0.0027880324,0.005340321,-0.0017120074,0.0021718508,-2.1165237e-05,0.0012353403,-0.0023916531,-0.004185885,-0.0030537937,0.00045425817,0.0005774461,-0.000108912966,0.006177269,-0.0020753592,0.00028224662,0.0014842171,0.0018623034,0.002624385,0.0015753927,0.0030914345,0.0022552311,0.0047575347,0.00073551317,0.0068884566,0.0009606574,-0.001651396,0.0005736555,0.0017544227,-0.0012289435,0.0019999035,0.0029861287,0.0022277487,0.00043511717,0.00043316232,-0.002690424,0.005230099,0.00081525743,0.0035701767,-0.0035392037,-0.0010537645,-0.0039700484,-0.0012705461,-0.0032165851,-0.0012859777,-0.00016888417,0.0023393817,0.0018280838,-0.0012360737,-0.0019447135,0.010955933,0.0037313476,0.0045030653,0.0013766731,-0.001747869,0.00029893126,0.0014823829,0.0022688098,0.0011959239,0.0018502194,-0.0014224434,0.001226713,-0.0019849204,0.0017097201,-0.008291762
c1ccc2c(c1)-c1ccccc1C2(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1,-0.00017919671,0.0039928276,-0.0021366347,0.0007259003,0.0009751711,0.0020058057,-0.00057793595,-0.0014895122,-0.005064643,-0.002682182,-0.0019902363,0.00054780504,0.0026787762,-0.0013611242,-0.0009414684,0.0011743549,0.0025262004,0.001172509,-0.0006272653,0.00063174777,0.0014927108,0.0011387151,0.00036458182,0.00356921,-0.00057994947,-0.0013606674,-0.0016412116,0.0027832119,6.529875e-05,-0.000104024075,-0.0009001801,0.0028202087,-0.00080495933,-0.0024395413,-0.000680174,0.0057331957,-0.0013522264,0.0010386696,-0.0032577738,-0.0032250108,0.0002941722,0.00039249286,-0.00094292033,-0.0045221467,0.0003792718,0.0022080801,-0.0003282018,0.0008412935,-0.0019951982,0.010001078,0.00032199407,0.0074111014,-0.0014731251,-0.0013427911,0.0007534558,0.0026274272,0.0015433338,0.0005641333,-0.001142893,0.00017493777,-0.00057023857,2.9057264e-07,0.0027963854,-0.008382951
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-0.0013371399,0.0039736107,-0.0015135631,0.0013695699,0.0029455423,0.0014039644,-0.0044145165,-0.0011690103,-0.003020686,-0.002908024,-0.0045184875,-0.0003973549,0.0042269863,-0.0026242342,-0.0024935454,0.0004196521,0.0024084132,0.004969947,-0.00082882494,0.0023838878,0.0031394856,-0.00012831017,-5.795248e-05,0.003747929,0.0022067,-0.0023252172,-0.00088692375,0.004828068,-0.0020841248,0.0001774393,0.0009862129,0.0033712927,0.00018889364,-0.00018539559,0.0006592859,0.003991509,-4.5323744e-05,0.0023104586,-0.0036076745,-0.002302955,0.0009324113,-0.00011662813,-0.001913066,-0.0027726796,-0.0024456636,0.0043873778,-0.00046034344,0.001485534,-0.0013656719,0.0122040305,0.0024012905,0.0059711193,-0.0004995982,0.0007887138,0.00025308877,0.003916644,0.0032969695,-0.0020648567,-0.001811659,-0.00085274223,0.0028026905,-0.00362348,0.003241335,-0.0078088483
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,-0.0003425628,0.003117649,-0.0018760189,0.0014739526,0.0014373623,0.0009338204,-0.0030591944,-0.0027217355,-0.003199026,-0.0029689176,-0.0029491354,-0.0005831914,0.0037474893,-0.0015931949,-0.0020517223,0.0023149066,0.0028949296,0.0029085018,0.00082727894,0.0007926696,0.0014935704,8.06395e-05,-1.2862729e-05,0.0033545885,0.0017254632,-0.0016196971,-5.8610225e-05,0.0038820622,-0.0022004917,0.0007381514,0.00048218714,0.004014535,0.00031243637,-0.0010797982,-0.0002459716,0.0040277075,-0.0007838644,0.0024053864,-0.0035999175,-0.0016807122,-0.00020576827,0.00025186618,-0.00071262196,-0.002494743,-0.0015796551,0.0034327796,-0.000502686,0.00016413443,-0.0011643791,0.011980815,0.0017107269,0.0060945996,0.00054645864,-0.00090331957,0.0011798469,0.004114374,0.0035566855,8.8029075e-05,-0.00043925084,-0.00086845364,0.001578379,-0.0020155823,0.0019999277,-0.008035465
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0024693971,0.0043721367,-0.002810277,0.0018632556,0.0017016046,0.000777188,-0.002051671,-0.002996988,-0.003185735,0.00045797974,0.0005770344,-0.0014075802,0.005476825,-0.002406763,-0.000477314,5.930662e-06,0.0020188661,0.003975639,0.00038177427,0.002348993,0.0010524476,0.0037410203,0.0003305578,0.005940577,0.0015953574,-0.0016225395,0.00025040796,0.002104315,-0.003531661,0.0025350153,0.0021780424,0.0018786192,0.00072724884,-0.0009407825,-0.0014718308,0.0036461651,0.00074878894,0.0030948855,-0.0040726755,0.0005615596,-0.0034139054,-0.001598517,-0.0028834967,-0.0011729561,-0.001417065,0.004112038,0.00027216692,-0.001182925,-0.0012246254,0.011662152,0.0036070002,0.004277921,0.00043733,-0.0014886297,0.0014136974,0.0018122639,0.0031596366,0.00015662843,0.0024415534,-0.0012630513,0.00066144764,-0.0028826874,0.0034204163,-0.0075075524
NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,0.0025777603,0.0039660623,-0.0027356464,0.0020740945,0.0012423377,0.00028357026,-0.0023853434,-0.0038409927,-0.002802806,0.0013074111,2.1085143e-05,-0.0011450907,0.0061935615,-0.0020132568,-0.0002682414,0.0007792432,0.0017001424,0.0041141678,0.0010516774,0.0027258636,0.0020326609,0.0043168124,0.00035234797,0.006334842,0.0022115465,-0.0019675405,0.0003883422,0.00083857775,-0.001841316,0.0019681482,0.0022793247,0.0022656694,-0.0003577997,0.00030662538,-0.0022767156,0.0030872729,0.00087669864,0.0038549975,-0.0049187234,-4.2654574e-05,-0.004232251,-0.0013263829,-0.002207255,-0.0011680946,-0.0010775381,0.0036548115,0.0007968424,-0.0015064087,-0.0006420561,0.010983542,0.0034248931,0.0037936256,1.4450867e-05,-0.0017243689,0.00032702181,0.0007635844,0.001998784,0.00070105493,0.0028907154,-0.0030128313,0.0015412681,-0.0029374193,0.0037340745,-0.007010732
CC(N)COCC(C)OCC(C)OCC(C)N,0.0009079566,0.005822746,-0.002591135,0.0025253673,0.002730498,0.0008981887,-0.0038419738,-0.0013457172,-0.001402664,-0.0006440263,-0.0011080448,-0.00106945,0.0058474056,-0.003713766,-0.0008949805,-0.0005784072,0.0026772935,0.0049498454,-0.00069902,0.0031446337,0.003847191,0.0022747703,4.612375e-07,0.0063319495,0.0017234366,-0.0021519884,0.0007450505,0.0016218638,-0.0030660592,0.0013455916,0.001909177,0.0015382064,0.0011232141,-0.0016518948,0.000101678306,0.003449317,0.0017769206,0.0030560708,-0.0036930246,-0.0004889639,-0.0018158155,-0.0006549463,-0.0027267225,-0.0017957985,-0.003268239,0.0037658121,0.00012347288,0.0003716536,-0.00209211,0.012310666,0.0041602394,0.0046965093,-0.0013593659,-0.0006929571,-0.00038321037,0.003150322,0.0029994901,-0.00041808747,-0.0002667792,-0.0009909915,0.0016027591,-0.0041574966,0.0040800376,-0.0062681763
CCCCCCCCCCN,0.0014433255,0.0070220977,-0.0015146676,0.001048631,0.0023181736,0.0008823818,-0.0037303101,-0.00080798607,-0.0019693365,-0.0021427665,-0.0027363654,-0.00032712158,0.0060435403,-0.0032349508,-0.0012254249,-0.00078463927,0.0027623912,0.0050678942,-0.00042316504,0.0021163505,0.005101688,0.0022274218,0.0011127566,0.006249587,0.0019590706,-0.0024534697,0.0013916718,0.0033078329,-0.003091842,0.0009819074,0.0022367612,0.00092561403,0.0010932134,-0.0014135181,0.0015461826,0.0039052404,0.0016828794,0.0024551386,-0.003827528,-0.0012344578,-0.0012148581,0.00019060099,-0.002311634,-0.00091057457,-0.0032433702,0.003543608,0.00019197259,0.0014378801,-0.0019136113,0.012473813,0.0043770587,0.004780716,-0.001546728,-0.00056713447,-0.0005803164,0.0033513424,0.0027182512,-4.867511e-05,-0.0019349847,-0.001815916,0.0018112091,-0.0038694823,0.0041338718,-0.007105548
CC(C)(COCC1CO1)COCC1CO1,0.0010517621,0.005250696,-0.0028103516,0.0021389136,0.0035993606,0.0015161769,-0.003967272,-0.0018932131,-0.0011768565,-0.001532495,-0.0021661203,-0.0016378451,0.00478757,-0.0037832353,-0.000720514,-0.00064897723,0.0015227376,0.006168619,0.000653998,0.0022056387,0.0046880133,0.0020235926,0.0007298307,0.0054715592,0.0013390016,-0.0021476964,0.0017366104,0.0016415119,-0.003390925,0.00087920297,0.0022550002,0.0030521508,0.0010914835,-0.0013716039,6.399816e-06,0.004322067,0.00088440254,0.0035552718,-0.0038367165,-0.00041104015,-0.0017000698,-5.55797e-05,-0.0025038254,-0.0011692941,-0.0032146373,0.003602324,1.78935e-05,0.0005880054,-0.0026930412,0.011359181,0.0037525399,0.004773812,-0.00080064824,-7.937197e-05,-0.0008567255,0.0034210752,0.0026085563,-0.0015002051,-0.00032148696,-0.0016867025,0.0024583237,-0.0035014115,0.0033284547,-0.0069140242
CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)CN,0.0029455265,0.0043038465,-0.0024412982,0.00198024,0.0020093247,0.00047172396,-0.002330292,-0.0032116314,-0.0026197778,0.00075380504,-0.0001492314,-0.0013421017,0.005927421,-0.0023300815,0.00043671206,-9.41176e-05,0.002386909,0.0041903947,0.00027151778,0.0030037782,0.0017380705,0.0040080156,8.042669e-06,0.0060286503,0.0018740855,-0.002118053,0.00059109635,0.0019351803,-0.002998177,0.002805681,0.0020113532,0.0026190886,-0.00027232757,-0.00055756187,-0.0020124267,0.0033555403,0.00020339713,0.0035507046,-0.0042392565,0.0004903469,-0.0032417933,-0.0011244933,-0.0028539794,-0.00134019,-0.0016614147,0.00431138,0.0008316906,-0.0013383273,-0.0016792729,0.01103983,0.0035018437,0.0038210242,-7.2156545e-05,-0.0014441488,0.00066287536,0.0019181226,0.0026673377,3.5295263e-05,0.0023119487,-0.0015675994,0.0011570444,-0.0030067237,0.003470188,-0.0070548663
CC(N)COCC(C)COC(OCC(C)COCC(C)N)OCC(C)COCC(C)N,0.002822212,0.004273854,-0.0024686009,0.001489656,0.0013475418,0.0003266614,-0.002387439,-0.0027638602,-0.0029001245,0.00067745335,-0.00022868998,-0.0013806166,0.005486332,-0.002695579,0.00033761002,0.00018696673,0.00232343,0.0044713616,0.00035479106,0.0029969923,0.0014069919,0.0044021625,-0.0003904528,0.0059613436,0.0016330201,-0.0023282203,0.00055176846,0.0021949448,-0.0025178269,0.0023704376,0.0022577816,0.0021583699,0.00018305285,-0.0002734796,-0.0015396117,0.0034283474,0.00078671426,0.0031652208,-0.004121529,0.00026034098,-0.003480086,-0.00087546394,-0.002777893,-0.0011572465,-0.00093438895,0.0041676657,0.00042031892,-0.0009575933,-0.0016766284,0.011419225,0.0027604736,0.004169066,-9.007589e-05,-0.0014938377,0.00094723236,0.0015696478,0.0023177024,-5.5921264e-05,0.0019975994,-0.0015602307,0.001215646,-0.0026421743,0.003372793,-0.0066223936
CC(N)COCC(C)COCC(C)CN,0.0012601623,0.006135715,-0.0026942724,0.001916409,0.0031351168,0.00078944815,-0.0037536994,-0.0017309692,-0.0015137596,-0.0005889721,-0.0020632818,-0.0009117907,0.006209731,-0.004157018,-0.00078383833,-0.0010104347,0.0026438795,0.005211316,-0.0006267568,0.002889641,0.0042457003,0.0027440954,0.00019601709,0.0060138013,0.001577843,-0.0023161983,0.001103091,0.0021396703,-0.0032157414,0.0013353825,0.0018686103,0.0012910315,0.00056265807,-0.00136291,0.00070477126,0.0037538297,0.0013339799,0.0036244001,-0.0037315693,-0.0006508576,-0.0018228125,-0.0004892391,-0.0023664283,-0.0011892207,-0.0035031738,0.0037708394,-0.00016275235,0.0006727204,-0.002420224,0.011884268,0.004125038,0.0044509773,-0.001456819,-0.0009384407,-0.0005552117,0.0027399524,0.0025846735,-0.00045297807,-0.0006573163,-0.0011746986,0.0016969959,-0.0039272318,0.0037676897,-0.006203484
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,0.00064816605,0.0044352543,-0.0011791633,0.0011761594,0.00032290258,0.0011609665,-0.0011439519,-0.0003056162,-0.0035933098,-0.0026668217,-0.0037703859,0.0006006581,0.0023983773,-0.002485387,-0.00045439973,0.0020905565,0.0033896947,0.0007008575,-0.0015754765,2.3867935e-05,-1.3183802e-05,-0.0006668344,0.00025601056,0.0057037733,-0.0002212245,8.3607156e-05,-0.0014714177,0.0033192798,-0.00019913353,-0.0011110269,-0.0013210289,0.0023817308,-0.0018785154,-0.0025436808,0.00053169555,0.0057650674,-0.0007166248,0.0020376546,-0.0011251122,-0.0015608231,0.0010863692,-0.00010771374,0.00019202847,-0.0042593554,-0.0006347513,0.0031478908,-2.413895e-05,0.0009684898,-0.0021566742,0.010697283,-0.00031094672,0.0061102402,-0.0020585721,-0.0023999987,-0.00019436609,0.0009809006,0.0014054757,-0.00080970814,-0.0012395121,0.0010901596,-0.0010830611,-0.0007914314,0.0036193887,-0.008258721
Nc1ccc(Oc2ccc(N)cc2)cc1,-0.0009985501,0.004694788,-0.0014133127,0.002326169,0.003284229,0.001671972,-0.004353582,-0.0018548508,-0.0034425864,-0.0023261998,-0.005160616,0.00046097775,0.0047676004,-0.0025347658,-0.002644213,-0.000690585,0.002374866,0.005072275,0.0001929095,0.0024530753,0.0035844343,0.0008458551,0.0011747412,0.0037286244,0.0015311949,-0.0021419623,-0.0007959347,0.0046873894,-0.003010055,0.0005941931,0.0011823745,0.00285915,8.0543105e-05,-0.00021590618,0.0014596799,0.004602829,-8.662976e-05,0.0031214012,-0.004246855,-0.002932162,0.0014733709,-0.00039269147,-0.0021585412,-0.002494989,-0.0032017631,0.0041567525,-0.0002769651,0.0019062608,-0.002410972,0.011065018,0.0033803359,0.006099601,-0.0023950147,0.00029742438,-4.7993846e-05,0.0052241464,0.0034708753,-0.0016313996,-0.0019137803,-0.00048924144,0.002455648,-0.0030369787,0.0026558712,-0.008290299
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,-0.0014523491,0.0028727073,-0.0015450735,0.0016171467,0.0021998622,0.0007489447,-0.004915244,-0.001877134,-0.0040112725,-0.0035343207,-0.0044211997,0.0004062656,0.0041381083,-0.0025204811,-0.0027151238,0.0011296496,0.0027049482,0.0044995323,0.00066995155,0.0021807873,0.0019874647,-0.00039994717,-0.0003979341,0.0019608382,0.0016955137,-0.0015684352,-0.0017467759,0.004471707,-0.0025828984,-3.8473867e-05,-0.00030912738,0.0042433552,6.632693e-05,5.6437682e-05,0.0006667585,0.0044838805,-1.7194077e-05,0.0029958673,-0.0039968453,-0.00285557,0.0018305108,0.0005302178,-0.0019722749,-0.0035593975,-0.0020763585,0.004353947,-4.070811e-06,0.0014407542,-0.001679471,0.011556104,0.0018012244,0.0063993265,-0.0013660518,0.00029230118,0.00068934914,0.005148146,0.0029732287,-0.0017642537,-0.0013269335,-0.0010223882,0.0025933702,-0.0025808122,0.0033051986,-0.0075476244
CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,-0.0007900484,0.0042347293,-0.0008117547,0.0005545481,0.00038739853,0.0018757561,-0.00052698795,-0.0009447723,-0.004170644,-0.003657925,-0.003975095,0.0013145099,0.003288947,-0.0014876276,-0.001561556,0.0016307402,0.0034785,0.000538392,-0.0014616642,0.00011376478,0.0012813713,-6.0457736e-05,-0.00024124957,0.0042576995,0.00019399635,-9.07355e-05,-0.00040228007,0.0037969006,-5.69243e-05,-0.0011805594,-0.0012606806,0.0022487883,-0.0011887355,-0.0023114174,0.00078661065,0.006487379,-0.0012066271,0.001118389,-0.0024526948,-0.0026987558,0.00041431002,0.001500126,-0.0007951474,-0.003590377,0.000270925,0.0030063167,-0.00088680256,0.002235122,-0.0017242907,0.01088152,-0.00082184,0.0061390377,-0.0012113848,-0.0017025732,0.00039690733,0.0021662586,0.0018356144,-0.00085052336,-0.0030838232,0.0010403888,0.0010284218,-0.00019962527,0.0029552402,-0.008309201
CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.0034498135,0.0046752747,-0.0045102127,0.0025589643,0.00047846138,0.0023406893,-0.001185636,-0.0028942467,-0.0030981041,0.0020678714,0.0015967637,-0.00420238,0.0044206753,-0.0011786595,0.00015539303,0.00019914843,0.0011279415,0.0016412698,0.0005854266,0.0024202159,-0.0012582149,0.0026710257,-0.0022557308,0.0075804163,-0.0025948565,-0.0035132323,-0.0021963264,-0.00025910325,-0.00113515,0.0017609922,0.0033230404,0.0019424986,-7.358147e-05,-0.0026663928,-0.00253351,0.0028164499,0.00073863566,0.002191485,-0.0025030067,-0.0036807964,-0.0050695566,-0.0010704035,-0.0032062717,-0.004900677,0.001593071,9.199604e-06,0.0026404513,-0.0017536916,-0.0047772946,0.010168918,0.004113811,0.0060280594,-0.0031025875,-0.0026520677,0.0009195674,-0.0005143238,0.0011109821,0.002012332,0.0047075264,-0.0028670179,0.0011216765,-0.0022572586,0.0023531746,-0.00856899
NCCOCCOCCN,0.0011710087,0.0065518282,-0.0013635159,0.0015040548,0.0022101756,0.00084862555,-0.0037214058,-0.001150135,-0.0019535935,-0.0018573003,-0.0030106818,-0.00038110034,0.006343119,-0.003421953,-0.0011656024,-0.00088594854,0.0027298946,0.004961852,-0.0003947243,0.0019628042,0.004939436,0.002313776,0.001374854,0.006391016,0.0019884612,-0.0023940518,0.001460474,0.0031923363,-0.0033618119,0.0008420823,0.002169956,0.0007981467,0.0008382066,-0.0011686026,0.0016705177,0.0042059068,0.0013675261,0.0027743438,-0.0036035115,-0.0014835028,-0.0013356777,-0.0002737136,-0.0019638203,-0.00090877153,-0.0034481639,0.003368455,-4.0547922e-05,0.0014265534,-0.0021788378,0.012375104,0.0044206753,0.0049304185,-0.0017165313,-0.00086561125,-0.0005377354,0.0028562746,0.002987694,-0.0003353171,-0.0020195656,-0.0018664291,0.0015704627,-0.004079967,0.0040134722,-0.0071434127
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,0.0027573137,0.0053119026,-0.0024930816,0.002748406,0.0008286182,0.0013549894,-0.0031429958,-0.004267837,-0.0017194999,0.0007214304,0.0005111918,-0.00071003014,0.0072103944,-0.0032263808,3.4712255e-05,0.00041039474,0.0021813745,0.0030539762,0.0005920697,0.0027137902,0.0026119202,0.0043468066,0.0017705404,0.007151695,0.0014980473,-0.0023748744,0.0014090664,0.0013131304,-0.0032386705,0.0029511228,0.002407443,0.0023442646,0.00011363719,-0.00030103838,-0.0022050717,0.004787918,0.0014437903,0.0044068694,-0.004067815,0.00042823236,-0.0044749165,-0.00090959994,-0.0011529913,-0.0002260916,-0.0019448961,0.003169207,0.0014576586,-0.0016662609,-0.00090999156,0.010851268,0.004494534,0.004172698,0.00039315945,-0.0021723313,-0.00039413106,0.0027369582,0.0030081905,0.002407914,0.0017896984,-0.0016262168,0.001934221,-0.0037467591,0.0014770329,-0.007342237
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,0.0035702055,0.004694013,-0.003516009,0.0013171551,0.00025651976,0.003164825,-0.0008972036,-0.0031399776,-0.0031573335,0.0021162406,0.0027052779,-0.00304991,0.0064715147,-0.0020568483,0.0008114651,-0.00026230514,0.0016558301,0.0013198107,0.00071167015,0.002567288,0.0017252853,0.0048320796,-2.707541e-05,0.007756577,-0.0014808755,-0.0027001288,-0.00059022417,0.00017673243,-0.0012136027,0.0024388414,0.002793915,0.0015818584,-0.00037059886,-0.0015520374,-0.0033875715,0.004733024,0.0011831298,0.0029597199,-0.0044292314,-0.0035350667,-0.006032263,-0.00017175241,-0.0017589601,-0.0034301858,0.0011960827,0.00024486892,0.0029088184,-0.0024209768,-0.0025706275,0.009583231,0.0040137907,0.0051549855,-0.0017579929,-0.0032665813,1.2343749e-05,0.0011231769,0.0014425442,0.0034304191,0.0035574492,-0.0030758781,0.0018641707,-0.0025354289,0.00041608885,-0.007882202
