MAPEK training dataset (%),MAPEK test dataset (%),MAE training dataset (C),MAE test dataset (C),RMSE training dataset (C),RMSE test dataset (C),PCP training dataset (%),PCP test dataset (%),R2 training,R2 test,ML method,model_family,architecture,hidden,epochs,batch_size,test_size,seed,n_graphs,n_train,n_test,final_train_loss
10.257865559581662,11.05121893789222,41.26070123722679,47.19222216308117,54.6734684146701,63.44705113739733,24.736842105263158,26.47058823529412,0.54557702970836,0.5650953238560916,SmallMoleculeGraphMPNN,gnn,mpnn,64,5,32,0.15,42,448,380,68,3193.8504028320312
