smiles,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,-4.970515e-05,0.00069242157,-6.303936e-05,-0.00017396081,-0.0001853453,-0.00014892407,1.5805475e-05,8.96547e-05,0.00013835332,0.0005343468,-0.0006838143,0.00024385657,-0.00012679677,-0.00019611977,0.0006300425,0.000107151456,0.00021149497,0.0006950591,-0.00025943853,-5.798135e-05,-0.00010885962,-0.00030731375,-0.00045581674,6.072875e-05,-6.245356e-05,7.296074e-05,0.00013193022,0.00012847083,-0.00024890644,-0.00049049733,-2.6812777e-05,-0.00024551759
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,8.299807e-05,0.00010165386,-9.352993e-05,-0.00027994346,-0.00019228086,-0.0004426213,-5.6534074e-05,0.00032655615,-0.00011270796,0.00028433744,-0.00045470148,0.0002077911,0.00020441134,-3.1843316e-05,0.000281238,5.6400895e-05,0.000103190076,0.00033146702,-4.0320912e-05,-0.00021205051,-0.00013285666,-0.00034573756,-0.00012520002,0.0001431629,-2.7248636e-05,-8.691102e-06,0.00013762526,-0.00025144685,-0.00036125327,-0.00019496586,0.000112826936,-0.0003075744
NCCNCCN(CCNCCC(CN)CCN)CCN(CCNCCN)CCN(CCN)CCN,0.00018421421,0.00020205043,3.7563033e-05,-0.0003098976,-0.0003448045,-0.0003270954,-0.00014968868,0.00017047953,-0.00016321614,0.0002987138,-0.00032586697,0.00035281386,-3.4288503e-05,-8.069305e-05,0.0006127581,6.9079455e-05,-5.2353367e-05,0.0003791533,3.6878977e-05,-0.00013955729,-0.00029047066,-0.00028080004,-0.00027388288,0.00035530422,-8.8992994e-05,2.2401102e-05,0.00016915053,-0.0002629785,-0.00034216535,-0.00019167783,-1.6237609e-05,-0.00021785917
CC(N)COCC(C)OCC(C)OCC(C)N,0.00012974255,0.00061459467,-8.387491e-06,-7.5527e-05,-0.00065769395,-0.00045905728,0.00015495066,0.00029629283,0.00019191415,0.00057070656,-0.0007759137,0.0002235556,-0.00011706352,-0.0001791087,0.0006199619,0.00019475631,0.00030565262,0.00061399443,-4.9755676e-05,-1.323875e-06,-4.0714513e-05,-0.0005760988,-0.00056072045,4.3465756e-05,-0.0002852683,2.7405098e-05,0.0001430856,4.2269006e-05,8.35699e-06,-0.00043011457,0.0002909815,-9.518396e-05
CCCCCCCCCCN,0.00025295792,0.0007732902,0.000191045,-4.852889e-05,-0.0007404601,-0.00050051045,0.000100616366,0.00014103483,0.00033081626,0.00063768635,-0.0009663636,0.000297443,-0.00012693089,-7.735891e-05,0.0008483799,3.112573e-05,0.00014464185,0.0003943583,-5.202531e-05,0.00026807142,-0.00021114945,-0.000539519,-0.00058862614,0.00016043894,-0.00033056038,-5.7253055e-05,-0.00020055659,0.00024144258,0.0003587494,-0.00016035233,0.00029729493,-0.0001566871
CC(C)(COCC1CO1)COCC1CO1,5.283812e-05,0.0006749844,0.000104396604,-5.6364574e-05,-0.00065189134,-0.00035787188,5.9852377e-05,7.1456656e-05,0.00025193463,0.0005473397,-0.0009169197,0.0001619365,-0.0002263058,-0.00022531906,0.00072852895,4.2080414e-05,0.00030665938,0.00056081335,-0.0001314918,3.631739e-05,-0.00014527608,-0.0006098164,-0.0005802056,1.2145378e-05,-0.00038423156,7.060543e-05,3.4579076e-05,0.00021790387,7.977639e-05,-0.00047737453,0.00032633357,-4.147878e-05
CC(N)COCC(C)COCC(C)COCC(C)COCC(C)COCC(C)CN,5.8892183e-05,0.00023903325,-0.000119423494,-0.00025447085,-0.00023539364,-0.0005579069,-9.700749e-05,0.00017456524,-4.0510204e-06,0.00040615583,-0.00068562105,0.00022374745,5.3476542e-05,-0.00016718218,0.000415558,4.352024e-05,0.0001465194,0.00038695266,-8.112914e-05,-0.00011092005,-0.00012211583,-0.0003564126,-0.00015396858,7.056445e-05,-4.1188207e-05,-7.868744e-06,0.00010923296,-0.00017407723,-0.00025502383,-0.0002486012,0.00022391509,-0.00018823287
CC(N)COCC(C)COC(OCC(C)COCC(C)N)OCC(C)COCC(C)N,8.6021144e-05,5.049631e-05,-8.156616e-05,-0.00036939187,-0.00016262941,-0.00044113398,-0.0001572594,0.00016883574,-8.670194e-05,0.00033710524,-0.00046497025,0.00022094417,0.0001406623,-6.869016e-05,0.00020660367,4.7945883e-05,6.120792e-05,0.00028157583,1.8615043e-05,-0.00020204578,-0.00022817624,-0.00023283996,-5.5363867e-05,0.00013575889,3.27467e-05,-5.096197e-06,0.00012276415,-0.0002750652,-0.00038533867,-0.00018381746,0.00016145874,-0.0002295128
CC(N)COCC(C)COCC(C)CN,6.2790234e-05,0.0006272271,5.2091666e-05,-6.253924e-05,-0.00069577433,-0.00047868956,9.594485e-05,0.00022266898,0.00023270748,0.0005389857,-0.00092065614,0.00020630751,-0.00018252246,-0.00024895323,0.0006870022,0.00018374668,0.0003033746,0.0006277624,2.6747352e-05,0.00010183221,-0.00010729022,-0.00063675235,-0.0005891444,1.075305e-05,-0.00031601265,2.886355e-05,8.327048e-05,7.996801e-05,3.957399e-05,-0.00044445647,0.00035121664,2.2370368e-05
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,-1.8232968e-05,-0.000106651336,-5.874317e-05,2.4502166e-05,6.355811e-05,0.00026341528,0.00022020843,0.0001516398,-0.0001845546,-0.0005580229,0.0007521678,0.00015414972,0.000362047,-0.00016524224,-0.00020944886,-0.00017845863,-0.00025581708,-3.179605e-05,0.00048496458,8.044252e-05,-0.00025113532,0.00061031396,-0.00015949365,-1.5423633e-05,0.00030765962,-0.00028881896,-2.5369227e-06,-2.8563663e-06,-0.00019741314,0.0003413614,-0.00046401843,-0.00016785786
Nc1ccc(Oc2ccc(N)cc2)cc1,6.9793314e-05,0.0005948106,0.00010852981,-0.00015218835,-0.0005750088,-0.00036002137,0.00015021954,0.00011595618,0.00021413318,0.00052371016,-0.0009755045,0.00012230128,-0.00036104256,-0.00013540639,0.0007467717,0.00023568003,0.0005228906,0.0006730822,-7.689861e-05,0.00016170414,-4.392385e-05,-0.00053742307,-0.0005834801,0.00011358503,-0.00030742912,0.00014280714,4.778616e-05,0.0001504235,9.306637e-05,-0.000553146,0.00021516811,-5.191425e-05
Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1,6.2189996e-05,0.00068969093,-1.8030405e-06,-0.00021739025,-0.00025299937,-0.0001280848,0.00013380218,0.00022787414,4.48653e-05,0.0005412535,-0.00081078615,0.00011507794,-0.00026140176,-0.00014256453,0.00063899625,0.00023158314,0.00036895555,0.00073886174,-0.00022166851,1.47013925e-05,-3.9746286e-05,-0.00035099266,-0.0005979566,0.00014903676,-0.00020407327,0.00010655727,0.00028803572,0.000104539096,-7.843273e-05,-0.0006180722,-5.4020435e-05,-0.00028835004
CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,-0.00027448824,0.0003920691,-2.1234155e-06,-8.364115e-05,0.00013326108,0.00019219983,3.0545518e-05,5.4873526e-06,0.0001380851,0.00026456686,-4.927162e-05,0.00031184498,8.025672e-05,-0.00011831196,0.00036001392,5.576061e-05,-5.612988e-05,0.00065785623,7.7115605e-05,9.7423326e-05,-0.00034020422,0.00018136413,-0.00031975098,0.000119909644,0.00017749704,-0.00013592094,2.1317042e-05,8.218922e-05,-0.00015349244,-4.406087e-05,-0.00045225024,-0.00022716774
CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.00037187152,-0.00025650673,0.00025778264,0.00019920198,-0.00041045714,-0.000114727765,-9.311456e-05,-0.00039547402,-0.00020995503,-0.0006545605,0.0005749427,-4.617311e-05,0.00020374078,-0.00031377235,-0.0006179502,-0.00052186707,-0.00024303049,-0.0005617072,0.00067226845,0.0005025896,5.9841783e-05,0.00016510196,2.2070017e-05,-0.00069020037,6.8392605e-05,-0.0005810959,-0.000102531165,0.00036144303,-0.00027982774,0.00041713053,0.00020922069,0.0003932719
NCCOCCOCCN,0.0002007708,0.0008663945,0.00019263849,2.8153881e-06,-0.0007654014,-0.00048462115,7.4666925e-05,8.6011365e-05,0.00041945023,0.0007164292,-0.0011033444,0.00032208022,-0.00011055078,-0.00012000138,0.00090847444,3.681751e-05,0.00019636005,0.00044309418,-9.778398e-05,0.00027317042,-0.00023319223,-0.00056185655,-0.00061203074,0.00011706166,-0.00031577563,8.313917e-06,-0.000151949,0.00022941921,0.0004199969,-0.00029024528,0.00026479084,-0.00017758878
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,0.0001547765,0.00067247264,3.0049123e-05,-0.00011365721,-0.00063598156,-0.0004665181,-7.498171e-05,-0.00023751892,0.00027337554,0.00057752524,-0.000840364,0.0002849782,-0.00019560102,-0.00017156685,0.0007475363,-3.4654047e-05,0.00027724914,0.00024093711,-0.00018220372,-5.849637e-06,-0.000224847,-0.00039332348,-0.00037088152,-7.070135e-05,-0.00029748818,8.397829e-05,0.0001577707,6.963266e-05,2.2249296e-05,-0.000417375,0.0002701264,1.60099e-05
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,0.00019623945,0.00020428002,3.8477592e-05,2.2475608e-05,-0.00054208515,-0.00023084506,-0.00017868727,-0.00059610605,0.0003391083,0.00013934495,-0.00034016185,0.00018115528,-7.232558e-05,-0.000115928706,4.962273e-05,-0.0004407824,0.00014948752,-3.5014236e-05,0.0004327295,7.28243e-05,-0.00014317874,-4.650047e-05,-9.025494e-05,-0.00042879302,-8.96682e-05,-0.00038728304,1.6356818e-05,0.00019047176,8.02374e-05,-0.00012834836,0.00022277609,0.0003355681
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,-0.00024856627,-0.0055531636,-0.00027368497,-0.00014178734,-0.0039757164,0.0019650701,-0.00033271313,-0.004677536,0.0012202419,0.0029259785,0.0037003625,0.0028925939,-0.002665184,0.0025283012,-0.00042044,-0.0021303263,-0.005893994,-0.008157641,0.0009606818,0.0047361664,0.0003386262,0.0053396816,0.001490003,-0.0016041505,-0.0016490784,0.0026863217,-0.0042112228,0.000270091,-0.00024002162,0.007352832,0.0013815835,0.001630336
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.00018693507,-0.0038777422,-0.00042688195,0.0005721641,-0.0030325921,0.0016232077,-0.0012330702,-0.0035938667,0.0004880603,0.002004641,0.0015997216,0.0017274385,-0.0021668142,0.0016091601,-0.00082660094,-0.0013637762,-0.0035976013,-0.0055733337,4.112837e-05,0.003242291,1.876778e-05,0.0036006188,0.0011534481,-0.0019255509,-0.0012007649,0.0019128453,-0.0026851166,-0.00014034798,-0.00018919935,0.005377291,0.0011944221,0.0010353946
NCCCOCCOCCCN,0.00021410827,0.0007807221,0.00024359021,-2.4646986e-05,-0.0007411442,-0.0004687477,9.625126e-05,7.9842284e-05,0.0003708012,0.00065474724,-0.0010469472,0.00026590936,-0.00017851684,-0.0001344704,0.0008533485,1.2679491e-05,0.00019762572,0.00054687564,-8.019642e-05,0.00025358004,-0.0002022821,-0.0005358154,-0.00063088024,0.00015179627,-0.0003761747,2.0816922e-05,-0.0001602117,0.00023489026,0.00039900676,-0.00024484377,0.00027036294,-0.00019943574
CC(C)(C)N,0.00013565365,0.0008011181,0.00011230819,1.6061123e-05,-0.00069750985,-0.00051906705,5.2236952e-05,0.00018581375,0.00034987624,0.00063752197,-0.0010516476,0.0002569016,-0.0001695999,-0.00014978647,0.0007822709,0.00018569594,0.00010241009,0.0006093129,-0.00011544698,0.00025408017,-0.00019614375,-0.00061805535,-0.0005792235,8.224789e-05,-0.0003251671,-4.0565617e-05,-0.0001843078,0.00022702664,0.00029618922,-0.00036421465,0.00027660187,-9.178417e-05
CCCCN,0.00033350475,0.0008393973,0.00021857303,-5.7952013e-05,-0.00073870225,-0.00044966862,5.573593e-05,3.434252e-05,0.00036501116,0.00067490805,-0.001088121,0.00033904891,-0.00011038035,5.333731e-05,0.0008567767,-2.0605046e-05,0.00010063592,0.0004220868,-0.00016155536,0.00025087642,-0.00023575663,-0.00044116552,-0.000583353,0.0001228787,-0.00037692534,5.812384e-06,-0.00024388079,0.0002564052,0.0004122916,-0.00023207814,0.00025681127,-0.00021149497
CCCCCCCCCCCCCCCCN,0.00019947253,0.0006485246,0.00015401095,-4.873844e-05,-0.00074421754,-0.0004682392,0.00010916125,0.00016251579,0.0002761993,0.0005782307,-0.0008923635,0.000274973,-0.00015010219,-0.00014347443,0.00077522825,3.4688506e-05,0.00023360364,0.0004008226,3.4446595e-05,0.00022740616,-0.00019335211,-0.0005984622,-0.0005743024,0.00012336485,-0.00032780087,-4.541315e-05,-0.00013747625,0.00016799942,0.00027029891,-0.00017333403,0.00034682918,-6.208103e-05
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0034840526,-0.011236175,0.0018186374,-0.0021418752,-0.007175992,0.0041158507,0.0028204238,-0.0059635267,0.004319069,0.00077634305,0.011674408,0.003944588,-0.0046271617,0.002501506,-0.0036984738,-0.002377695,-0.013813613,-0.01002371,0.0053974595,0.008544231,-0.0015151289,0.009204162,0.003666211,0.00481108,0.0027034194,0.000119818375,-0.0061921068,-0.0019870847,-0.002083442,0.013908289,-0.00087875687,0.0038923621
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0034840526,-0.011236175,0.0018186374,-0.0021418752,-0.007175992,0.0041158507,0.0028204238,-0.0059635267,0.004319069,0.00077634305,0.011674408,0.003944588,-0.0046271617,0.002501506,-0.0036984738,-0.002377695,-0.013813613,-0.01002371,0.0053974595,0.008544231,-0.0015151289,0.009204162,0.003666211,0.00481108,0.0027034194,0.000119818375,-0.0061921068,-0.0019870847,-0.002083442,0.013908289,-0.00087875687,0.0038923621
CC(N)COC(C)COCC(C)(COCC(C)OCC(C)N)COCC(C)OCC(C)N,3.1503383e-05,1.4743768e-05,-0.00018640887,-0.00034629786,2.0070001e-07,-0.00025965367,-0.00022372324,0.00021637324,-0.00012952928,0.00020762114,-0.00033655763,0.00012313295,0.00020701624,1.695333e-05,0.00014508236,4.3235254e-05,4.401896e-06,0.00028193416,0.00012744893,-0.00019186223,-0.00027494424,-0.0002526499,-4.814472e-06,0.00016660336,8.2160346e-05,-0.00015873369,0.00012006331,-0.00025159353,-0.00033320044,-0.00023751287,0.00010847673,-0.00025462452
CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0034106607,-0.011211583,0.0014114911,-0.0016801953,-0.007511855,0.0039343946,0.002685166,-0.006130347,0.0044228723,0.0014295792,0.010842886,0.00392731,-0.004553529,0.002290322,-0.0037064785,-0.0020340462,-0.013450464,-0.009208738,0.005265652,0.008394361,-0.0012575376,0.008830918,0.0034602543,0.004422576,0.002797822,-4.5181252e-05,-0.0060106087,-0.0017650416,-0.001832884,0.013516147,-0.00070923194,0.0039517265
CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0027679605,-0.010473726,0.0007316312,-0.0017316039,-0.007299792,0.0037647472,0.0019188495,-0.0061854105,0.0037295797,0.0014078661,0.010388939,0.004049766,-0.004300136,0.0022116592,-0.0031325063,-0.0020128996,-0.012828505,-0.0090028895,0.004716563,0.008439778,-0.0011321644,0.008763874,0.003180236,0.003820085,0.0026157373,0.0005169064,-0.0058551356,-0.0014111656,-0.0017926653,0.013127157,-0.00019406248,0.003759646
CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0034106607,-0.011211583,0.0014114911,-0.0016801953,-0.007511855,0.0039343946,0.002685166,-0.006130347,0.0044228723,0.0014295792,0.010842886,0.00392731,-0.004553529,0.002290322,-0.0037064785,-0.0020340462,-0.013450464,-0.009208738,0.005265652,0.008394361,-0.0012575376,0.008830918,0.0034602543,0.004422576,0.002797822,-4.5181252e-05,-0.0060106087,-0.0017650416,-0.001832884,0.013516147,-0.00070923194,0.0039517265
CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.00025318982,-0.00033111498,0.00026915316,0.00013846904,-0.00036605634,0.00017268583,-4.6942383e-05,-0.00039251987,-0.00024728314,-0.000616326,0.00079640746,1.8014573e-05,5.9308484e-05,-0.00017232122,-0.00050292816,-0.0005033226,-0.00039388333,-0.00083154184,0.0006260916,0.00051905494,0.00016396423,9.70324e-05,0.00013403594,-0.000736312,2.9429793e-07,-0.00063715316,-0.0003213454,0.0002178722,-0.00022886577,0.0006937743,0.00021950249,0.00052020885
CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.0028661052,-0.0070608445,-0.00027724542,0.0011246344,-0.0046954094,0.0017323615,0.0015050471,-0.00368301,0.003049337,0.0017960072,0.0020643827,0.0015994804,-0.0010490143,0.0006862208,-0.0036334395,-0.0012471494,-0.0044459756,-0.0022036762,0.0028456536,0.0046592075,1.0619755e-05,0.003080923,0.0009065452,0.0021789428,0.0027448577,8.012168e-06,-0.0024699746,-0.00096651074,0.0010524748,0.0054864977,-0.0011965334,0.0021482268
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,0.00017115753,0.00069862045,3.143493e-05,-7.573236e-05,-0.00066435244,-0.00043824967,-4.6069734e-05,-0.0002255775,0.00029569003,0.0005842587,-0.00086640567,0.0002437951,-0.00021352898,-0.00016189134,0.0007541813,-2.1483283e-05,0.00032140082,0.00027226005,-0.00018151267,3.9944425e-06,-0.0001968519,-0.00043496804,-0.000417958,-8.142833e-05,-0.00032992242,9.782519e-05,0.00018862821,9.988109e-05,5.6416728e-05,-0.00047210185,0.00027365796,1.5401747e-05
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,0.00021130033,0.0003281124,0.00011855643,-6.873347e-05,-0.00049652904,-0.00033136457,-0.00015344191,-0.00060290564,0.00033489172,0.00014474941,-0.00029480457,0.00027579628,-0.00011855364,-0.00017346116,7.0048496e-05,-0.00036288798,5.1598996e-05,3.912556e-05,0.00043319236,8.194847e-05,-0.00024135073,-7.617753e-05,-6.0496386e-05,-0.00032461062,-0.00013186829,-0.00030931085,8.023251e-05,9.3510374e-05,0.00010159775,-0.00011595199,0.0002154354,0.00024661422
CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1,-1.22790225e-05,0.0005962718,-0.00010895636,-0.00012029521,-0.00031906087,-0.00023980532,-8.320436e-06,8.9249574e-05,0.000110342866,0.000486705,-0.00059513096,0.0002617482,-4.9548224e-05,-0.0001811916,0.0005504107,-3.5010744e-05,0.00020734733,0.00040986203,-0.00021046377,-0.00014333427,-0.00014842337,-0.0003440464,-0.0003852048,-2.746936e-05,-0.0001906394,-2.8231181e-05,6.464962e-05,5.7213474e-05,-0.00027070916,-0.00036245072,0.00012267847,-0.000101791695
O=C1CCCC(=O)O1,0.00014012167,0.00072325766,7.16215e-05,2.54279e-05,-0.0007681539,-0.0004763836,6.00731e-05,0.00015567336,0.00028789532,0.0005292911,-0.00088883284,0.00024963543,-0.00018373085,-0.00016765064,0.00079536624,0.00023651263,0.0002339934,0.00048135128,-7.911352e-06,0.0002671997,-0.00014763116,-0.0006192172,-0.000550217,0.00013155863,-0.00031061145,-4.914496e-05,-7.8434125e-05,0.00023001013,0.00026592403,-0.00022031087,0.00027333852,-1.09756365e-05
c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1,-4.886929e-05,0.0004048273,-0.00010591559,-6.801076e-05,2.4409965e-05,-1.9918196e-05,-0.00010027923,7.1687624e-05,-2.931687e-05,0.0002778573,-0.00040642638,0.00023607817,3.64203e-05,6.948132e-06,0.00043114182,6.354367e-05,0.000120582525,0.00042819395,1.2801029e-06,-5.8486592e-05,-0.00015942054,-5.1441486e-05,-0.00025684806,8.164998e-05,9.734603e-05,-6.494019e-05,0.00010840874,-3.7946273e-05,-0.00024694763,-0.00012051128,-0.00017471891,-0.00011217967
CC(C)(c1ccc(OCC(O)CN=[N+]=[N-])cc1)c1ccc(OCC(O)CN=[N+]=[N-])cc1,-0.00012424914,5.2860007e-05,8.7299384e-05,-7.1784016e-05,0.00013348227,0.00017516688,0.00013392232,0.00022929069,-0.00030518277,-0.00038762623,0.00066657364,8.465536e-05,6.595999e-05,5.950639e-05,4.8981048e-05,0.00011634687,-0.00024979468,0.000105899526,0.0003468122,-0.00011030957,-0.00030869222,0.00021852425,2.5296584e-05,0.00042492058,0.00012218626,-0.0003065588,0.0001606457,-4.0213577e-05,-0.00020730752,0.00034482032,-0.00023411587,-0.00036926055
C#CCOc1ccc(Cc2ccc(O)cc2OCC#C)cc1,8.4250234e-05,0.00068315957,2.2770837e-06,-0.00019509997,-0.00052692834,-0.00024698488,0.000113409944,5.4646283e-05,0.00012277975,0.00051428284,-0.00079088565,0.0001592096,-0.0002446724,-5.3382013e-05,0.0006261328,0.00014846446,0.00038955687,0.00063081644,-0.00031207735,3.999425e-05,-7.4255164e-05,-0.00042842282,-0.00058569666,2.3629516e-05,-0.00024717394,0.00017057732,0.00022914074,0.00013524387,-5.523092e-05,-0.00057422183,0.00012374204,-0.00020400481
CCCCCCCCCCCCN,0.000238067,0.0007321723,0.00018734392,-4.552072e-05,-0.0007286826,-0.0004732078,0.00010159239,0.00015349686,0.00031729904,0.0006213528,-0.0009515295,0.00028912537,-0.00013548555,-0.000107943546,0.0008362755,4.0990766e-05,0.0001672022,0.00042265793,-3.390247e-06,0.00026640622,-0.00020650215,-0.0005809249,-0.00059189927,0.0001500193,-0.00032202108,-7.2011724e-05,-0.00019502547,0.00022298703,0.00034221564,-0.00015533809,0.0003160583,-0.000103506725
NCc1cccc(CN)c1,9.808503e-05,0.00076976046,7.3505566e-05,-6.429013e-05,-0.0006803777,-0.00042457785,0.00013758801,0.00017613266,0.00027328148,0.0005505164,-0.0009754766,0.00019946415,-0.0003081495,-0.00014939671,0.0007617939,0.00027729478,0.00029550772,0.0005689524,-7.4749114e-05,0.00017212005,-0.000116722425,-0.0006019118,-0.00055591157,8.964352e-05,-0.00034011994,6.032549e-05,-8.520391e-05,0.00021929946,0.00022922619,-0.00035121525,0.00024780817,-3.9494596e-05
Nc1ccc(Cc2ccc(N)cc2)cc1,0.00011915248,0.00057591405,0.00010300893,-0.00015706569,-0.00054585,-0.0003342498,0.00015798304,0.000114501454,0.00020415685,0.00054093264,-0.00093452446,0.00012978073,-0.0003647604,-0.00014039082,0.00072656386,0.0002539535,0.000507561,0.0006299326,-2.5152927e-05,0.00018124143,-4.6752975e-05,-0.0005447945,-0.0005763755,0.000120311044,-0.0002958756,0.000105179846,3.159605e-05,0.00014536455,9.375927e-05,-0.0004905602,0.00024209917,-9.024981e-06
Nc1cccc(N)c1,0.00018337509,0.00077438354,0.00014374591,-5.4092612e-05,-0.0006762515,-0.00041461177,0.00012214947,0.00017659552,0.00023130025,0.00054779695,-0.0009837402,0.00021032244,-0.00031585433,-0.00010451162,0.00074934494,0.00026397267,0.0002754121,0.00059023895,-4.9243914e-05,0.00021429686,-0.00015731505,-0.0005313066,-0.00057357596,0.00012739655,-0.00030975835,1.9958243e-06,-7.112138e-05,0.00016361894,0.00027833716,-0.00036550313,0.00018905755,-5.1337294e-05
